mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2020-05-02 20:48:27.559140096,60.0878,-139.4344,1455.0,25.0,-1303.0,26.5,-647.0,17.2,80,S,2B,3413
2017-11-26 15:48:32.511066112,60.0878,-139.4344,419.0,55.0,-399.0,53.1,-127.0,69.6,23,S,1A,3413
2018-07-18 15:48:36.175077120,60.0878,-139.4344,549.0,20.0,-515.0,18.4,-191.0,31.2,60,S,1A,3413
2020-05-05 08:48:28.059140096,60.0878,-139.4344,1671.0,75.0,-1487.0,77.9,-762.0,60.6,14,S,2A,3413
2018-05-03 02:54:58.024648960,60.0878,-139.4344,1531.0,88.0,-1425.0,86.8,-561.0,96.2,12,S,1A,3413
2019-06-23 08:58:30.059140096,60.0878,-139.4344,830.0,42.0,-795.0,42.5,-240.0,37.5,24,S,2B,3413
2020-05-15 20:58:22.559140096,60.0878,-139.4344,1613.0,47.0,-1460.0,48.7,-684.0,37.3,40,S,2B,3413
2018-08-14 08:49:44.059140096,60.0878,-139.4344,642.0,4.0,-549.0,4.1,-332.0,2.0,395,S,2A,3413
2020-04-30 20:58:24.059140096,60.0878,-139.4344,1488.0,34.0,-1324.0,35.3,-679.0,29.0,70,S,2B,3413
2019-06-18 08:58:29.559140096,60.0878,-139.4344,925.0,47.0,-824.0,48.3,-421.0,43.3,14,S,2B,3413
2020-08-03 20:58:25.059140096,60.0878,-139.4344,757.0,18.0,-676.0,19.4,-341.0,10.2,160,S,2B,3413
2021-01-22 03:02:43.370333696,60.0878,-139.4344,1235.0,100.0,-1035.0,101.4,-673.0,95.9,11,S,1B,3413
2019-03-02 21:05:24.059140096,60.0878,-139.4344,891.0,31.0,-787.0,33.4,-417.0,19.8,60,S,2B,3413
2019-07-18 08:58:30.059140096,60.0878,-139.4344,491.0,34.0,-441.0,34.8,-217.0,31.1,34,S,2B,3413
2020-12-18 15:31:47.450127872,60.0878,-139.4344,866.0,89.0,-856.0,89.7,133.0,79.8,11,S,1B,3413
2018-10-11 08:53:50.059140096,60.0878,-139.4344,322.0,38.0,-298.0,39.1,-123.0,28.6,45,S,2A,3413
2020-09-02 08:48:31.559140096,60.0878,-139.4344,440.0,27.0,-410.0,27.7,-161.0,20.4,94,S,2A,3413
2018-02-10 08:46:02.059140096,60.0878,-139.4344,578.0,82.0,-503.0,91.2,-285.0,38.7,14,S,2B,3413
2020-09-17 08:48:32.059140096,60.0878,-139.4344,407.0,28.0,-383.0,29.0,-138.0,21.4,55,S,2B,3413
2019-01-11 21:02:49.059140096,60.0878,-139.4344,590.0,11.0,-517.0,11.1,-285.0,8.8,150,S,2A,3413
2019-09-21 08:58:25.559140096,60.0878,-139.4344,377.0,40.0,-338.0,42.1,-167.0,32.6,25,S,2B,3413
2019-10-17 15:48:46.005451008,60.0878,-139.4344,268.0,86.0,-239.0,80.9,-121.0,103.2,11,S,1A,3413
2018-04-01 20:53:20.059140096,60.0878,-139.4344,907.0,24.0,-800.0,25.6,-427.0,17.5,69,S,2B,3413
2020-12-31 08:48:27.059140096,60.0878,-139.4344,924.0,21.0,-832.0,22.8,-401.0,11.1,84,S,2B,3413
2018-03-02 08:43:44.559140096,60.0878,-139.4344,672.0,38.0,-593.0,42.8,-317.0,15.3,64,S,2A,3413
2019-02-15 08:50:18.559140096,60.0878,-139.4344,744.0,67.0,-651.0,75.7,-359.0,25.1,25,S,2A,3413
2019-04-29 09:02:17.559139840,60.0878,-139.4344,1327.0,21.0,-1175.0,22.5,-616.0,15.5,104,S,2A,3413
2018-03-17 08:44:07.559140096,60.0878,-139.4344,776.0,46.0,-687.0,50.0,-361.0,28.1,24,S,2B,3413
2019-07-08 08:58:31.059140096,60.0878,-139.4344,494.0,97.0,-472.0,97.0,-145.0,95.4,5,S,2A,3413
2018-01-21 08:44:24.059140096,60.0878,-139.4344,548.0,22.0,-480.0,24.9,-264.0,8.8,134,S,2B,3413
2020-09-22 20:58:28.559140096,60.0878,-139.4344,428.0,30.0,-385.0,32.6,-187.0,12.1,109,S,2A,3413
2018-04-01 15:48:30.520520960,60.0878,-139.4344,871.0,42.0,-743.0,38.6,-455.0,50.8,36,S,1A,3413
2018-11-29 15:31:35.571314944,60.0878,-139.4344,351.0,45.0,-296.0,45.9,-188.0,41.4,23,S,1B,3413
2018-09-08 08:44:48.059140096,60.0878,-139.4344,645.0,5.0,-555.0,5.4,-329.0,3.2,335,S,2B,3413
2020-09-17 08:48:30.059140096,60.0878,-139.4344,450.0,25.0,-404.0,26.8,-198.0,14.8,124,S,2A,3413
2019-02-28 09:04:05.559140096,60.0878,-139.4344,873.0,29.0,-773.0,31.0,-405.0,19.5,55,S,2B,3413
2019-11-04 15:48:46.003334144,60.0878,-139.4344,499.0,52.0,-465.0,48.7,-181.0,67.5,24,S,1A,3413
2019-08-09 20:58:30.559140096,60.0878,-139.4344,387.0,44.0,-359.0,44.8,-145.0,39.2,19,S,2B,3413
2018-02-20 20:54:39.059139840,60.0878,-139.4344,627.0,36.0,-543.0,39.7,-313.0,20.7,59,S,2A,3413
2020-05-03 08:58:23.059140096,60.0878,-139.4344,1517.0,39.0,-1349.0,40.9,-696.0,30.6,65,S,2A,3413
2018-07-25 20:56:31.059140096,60.0878,-139.4344,563.0,57.0,-507.0,59.0,-245.0,49.7,9,S,2A,3413
2020-01-16 08:48:27.559140096,60.0878,-139.4344,797.0,25.0,-708.0,27.4,-366.0,10.0,134,S,2A,3413
2018-03-29 20:43:33.559140096,60.0878,-139.4344,880.0,22.0,-773.0,23.9,-420.0,13.5,79,S,2A,3413
2019-06-23 08:58:30.059140096,60.0878,-139.4344,886.0,96.0,-777.0,96.1,-426.0,96.3,4,S,2B,3413
2020-05-08 15:48:44.669510912,60.0878,-139.4344,1624.0,94.0,-1510.0,88.2,-599.0,126.5,12,S,1A,3413
2018-05-15 02:54:58.634269952,60.0878,-139.4344,1439.0,82.0,-1325.0,83.0,-562.0,76.9,12,S,1A,3413
2020-06-19 08:48:31.559140096,60.0878,-139.4344,1302.0,55.0,-1186.0,56.5,-537.0,46.1,15,S,2B,3413
2019-07-25 20:58:30.059140096,60.0878,-139.4344,514.0,24.0,-455.0,25.3,-240.0,19.2,69,S,2B,3413
2018-01-19 08:54:14.559140096,60.0878,-139.4344,554.0,10.0,-484.0,10.8,-269.0,8.1,164,S,2B,3413
2021-04-05 08:48:24.059140096,60.0878,-139.4344,1554.0,86.0,-1281.0,93.4,-879.0,69.6,5,S,2A,3413
2019-05-21 20:58:31.059140096,60.0878,-139.4344,1511.0,39.0,-1345.0,41.5,-688.0,30.0,40,S,2B,3413
2019-05-09 09:04:09.559140096,60.0878,-139.4344,1389.0,26.0,-1240.0,27.2,-627.0,19.0,84,S,2A,3413
2018-07-12 20:43:55.059140096,60.0878,-139.4344,636.0,32.0,-568.0,33.5,-286.0,28.0,20,S,2B,3413
2019-09-25 20:48:30.559139840,60.0878,-139.4344,371.0,28.0,-338.0,30.5,-154.0,13.9,89,S,2A,3413
2018-09-26 08:53:34.559140096,60.0878,-139.4344,283.0,37.0,-260.0,37.6,-112.0,29.6,25,S,2B,3413
2018-02-17 20:46:42.059140096,60.0878,-139.4344,583.0,69.0,-510.0,77.6,-282.0,27.1,29,S,2B,3413
2020-09-20 08:58:28.559140096,60.0878,-139.4344,398.0,32.0,-368.0,34.1,-152.0,20.2,64,S,2A,3413
2018-08-24 08:45:02.559140096,60.0878,-139.4344,642.0,10.0,-558.0,11.3,-318.0,3.5,295,S,2A,3413
2018-10-23 21:01:50.559140352,60.0878,-139.4344,614.0,4.0,-529.0,3.8,-312.0,2.8,320,S,2B,3413
2020-06-09 15:31:42.885865984,60.0878,-139.4344,1159.0,26.0,-1105.0,26.2,-350.0,28.5,36,S,1B,3413
