PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC12
Station name, ChernaburaAK2008
Begin Date, 2008-05-06
End Date, 2023-09-04
Release Date, 2023-10-05
Source file, AC12.cwu.nam14.pos
Offset from source file, 47.87 mm North, -40.07 mm East, -1.22 mm Vertical
Reference position, 54.8309633807 North Latitude, -159.5895623482 East Longitude, 84.40912 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-03-30,26.11, -23.97, 10.50, 2.17, 1.55, 7.08, repro,
2011-03-31,26.48, -24.08, 9.07, 2.25, 1.6, 7.35, repro,
2011-04-01,26.49, -23.83, 3.01, 2.21, 1.58, 7.31, repro,
2011-04-02,25.37, -22.59, 1.72, 2.22, 1.57, 7.29, repro,
2011-04-03,25.38, -23.96, 2.69, 2.18, 1.54, 7.08, repro,
2011-04-04,28.03, -23.78, 5.42, 2.17, 1.55, 7.11, repro,
2011-04-05,27.82, -25.47, 4.44, 2.24, 1.6, 7.25, repro,
2011-04-06,25.85, -22.49, 4.41, 2.26, 1.6, 7.31, repro,
2011-04-07,27.82, -23.20, 1.93, 2.27, 1.59, 7.38, repro,
2011-04-08,26.50, -22.36, 4.04, 2.19, 1.55, 7.15, repro,
2011-04-09,27.65, -23.48, 8.24, 2.17, 1.55, 7.1, repro,
2011-04-10,26.18, -22.66, 2.96, 2.21, 1.58, 7.21, repro,
2011-04-11,27.28, -24.00, 3.35, 2.28, 1.59, 7.39, repro,
2011-04-12,27.98, -25.43, 0.98, 2.28, 1.58, 7.4, repro,
2011-04-13,28.42, -23.83, 6.45, 2.18, 1.55, 7.13, repro,
2011-04-14,27.27, -24.48, 5.07, 2.17, 1.54, 7.08, repro,
2011-04-15,26.97, -24.45, 1.83, 2.16, 1.54, 7.04, repro,
2011-04-16,28.25, -24.89, 0.96, 2.16, 1.55, 7.07, repro,
2011-04-17,27.25, -23.66, 0.27, 2.18, 1.55, 7.08, repro,
2011-04-18,28.62, -24.72, -2.25, 2.18, 1.55, 7.13, repro,
2011-04-19,26.62, -24.32, -2.31, 2.18, 1.54, 7.08, repro,
2011-04-20,27.10, -23.38, -0.74, 2.17, 1.54, 7.09, repro,
2011-04-21,27.96, -23.83, 0.13, 2.2, 1.59, 7.29, repro,
2011-04-22,28.03, -23.60, 1.80, 2.17, 1.55, 7.11, repro,
2011-04-23,25.90, -23.49, 0.24, 2.16, 1.55, 7.06, repro,
2011-04-24,27.15, -24.13, 2.52, 2.18, 1.55, 7.15, repro,
2011-04-25,28.59, -23.83, 1.61, 2.17, 1.54, 7.08, repro,
2011-04-26,27.84, -24.11, 5.81, 2.16, 1.54, 7.02, repro,
2011-04-27,26.48, -24.96, -0.27, 2.15, 1.54, 7.02, repro,
2011-04-28,24.30, -25.23, -0.03, 2.16, 1.55, 7.07, repro,
2011-04-29,26.43, -24.23, -3.14, 2.17, 1.55, 7.09, repro,
2011-04-30,28.38, -25.04, 1.51, 2.17, 1.55, 7.1, repro,
2011-05-01,26.71, -24.09, -7.43, 2.17, 1.53, 7.02, repro,
2011-05-02,28.46, -24.16, -2.23, 2.17, 1.54, 7.06, repro,
2011-05-03,26.66, -23.70, 0.57, 2.2, 1.57, 7.17, repro,
2011-05-04,27.92, -24.21, -7.12, 2.21, 1.57, 7.21, repro,
2011-05-05,27.78, -24.16, -2.84, 2.2, 1.59, 7.25, repro,
2011-05-06,27.65, -22.55, -1.51, 2.18, 1.57, 7.16, repro,
2011-05-07,28.20, -22.60, -1.84, 2.21, 1.55, 7.14, repro,
2011-05-08,28.27, -21.78, -4.47, 2.22, 1.55, 7.19, repro,
2011-05-09,26.84, -22.03, 5.96, 2.21, 1.56, 7.21, repro,
2011-05-10,27.58, -23.63, 1.73, 2.21, 1.56, 7.2, repro,
2011-05-11,28.26, -23.42, 7.92, 2.17, 1.55, 7.1, repro,
2011-05-12,26.97, -22.92, 0.46, 2.17, 1.54, 7.05, repro,
2011-05-13,26.87, -23.54, 0.71, 2.18, 1.54, 7.08, repro,
2011-05-14,22.83, -23.31, 0.60, 2.22, 1.58, 7.21, repro,
2011-05-15,23.32, -23.77, -2.98, 2.22, 1.57, 7.2, repro,
2011-05-16,25.83, -22.39, -1.79, 2.23, 1.56, 7.16, repro,
2011-05-17,26.08, -22.36, 1.84, 2.23, 1.57, 7.21, repro,
2011-05-18,26.48, -22.60, 1.18, 2.24, 1.57, 7.2, repro,
2011-05-19,27.19, -22.98, -3.71, 2.28, 1.58, 7.31, repro,
2011-05-20,26.71, -23.56, -0.81, 2.22, 1.57, 7.17, repro,
2011-05-21,27.07, -23.33, -0.57, 2.21, 1.56, 7.14, repro,
2011-05-22,28.50, -23.89, 0.43, 2.23, 1.57, 7.22, repro,
2011-05-23,28.51, -22.99, 2.51, 2.24, 1.57, 7.23, repro,
2011-05-24,27.50, -22.75, 2.18, 2.23, 1.57, 7.19, repro,
2011-05-25,26.54, -21.92, 2.28, 2.22, 1.57, 7.17, repro,
2011-05-26,27.54, -23.00, 3.99, 2.21, 1.56, 7.1, repro,
2011-05-27,27.43, -23.45, 1.92, 2.23, 1.57, 7.17, repro,
2011-05-28,26.60, -22.69, 2.89, 2.23, 1.57, 7.21, repro,
2011-05-29,27.43, -21.77, 2.34, 2.24, 1.57, 7.21, repro,
2011-05-30,27.92, -22.25, 0.18, 2.29, 1.6, 7.29, repro,
2011-05-31,27.89, -22.98, 7.15, 2.22, 1.57, 7.17, repro,
2011-06-01,26.04, -22.97, -1.93, 2.23, 1.57, 7.17, repro,
2011-06-02,25.65, -22.19, 5.16, 2.23, 1.57, 7.2, repro,
2011-06-03,26.24, -21.33, 6.22, 2.31, 1.61, 7.34, repro,
2011-06-04,26.50, -22.57, 1.47, 2.24, 1.57, 7.2, repro,
2011-06-05,25.91, -22.35, 0.84, 2.22, 1.56, 7.17, repro,
2011-06-06,26.70, -22.44, -0.02, 2.28, 1.59, 7.3, repro,
2011-06-07,26.83, -22.15, 4.48, 2.23, 1.56, 7.17, repro,
2011-06-08,27.67, -21.86, 1.88, 2.21, 1.55, 7.11, repro,
2011-06-09,27.63, -23.38, 5.24, 2.23, 1.57, 7.18, repro,
2011-06-10,26.41, -23.10, 4.91, 2.22, 1.56, 7.15, repro,
2011-06-11,27.14, -22.89, 6.50, 2.24, 1.57, 7.2, repro,
2011-06-12,26.69, -22.96, 5.42, 2.24, 1.57, 7.18, repro,
2011-06-13,27.70, -23.12, 9.13, 2.24, 1.57, 7.22, repro,
2011-06-14,26.95, -22.40, 4.10, 2.24, 1.57, 7.21, repro,
2011-06-15,26.57, -24.08, 6.82, 2.23, 1.57, 7.19, repro,
2011-06-16,26.55, -23.31, 4.47, 2.25, 1.57, 7.25, repro,
2011-06-17,26.53, -23.38, 3.01, 2.24, 1.58, 7.23, repro,
