time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-09T11:20:01.279Z,56.6836,-148.3523,10,3.1,ml,,204,2.55,0.64,us,us6000c8cn,2020-10-16T13:34:19.040Z,"259 km ESE of Chiniak, Alaska",earthquake,9.5,2,0.046,62,reviewed,us,us
2020-10-09T10:52:23.801Z,60.1238,-153.4376,145.3,2.6,ml,,,,0.45,ak,ak020d07cqto,2020-10-16T08:18:41.040Z,"49 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-09T10:49:09.040Z,53.4781,-163.5114,19.79,3.3,mb,,184,1.268,0.6,us,us6000c8cm,2020-10-16T09:12:38.040Z,"153 km S of False Pass, Alaska",earthquake,4.5,5.2,0.146,11,reviewed,us,us
2020-10-09T07:25:13.620Z,52.7116,-168.1133,34.04,2.9,ml,,229,0.551,0.27,us,us6000c8ch,2020-10-22T06:48:48.040Z,"56 km ESE of Nikolski, Alaska",earthquake,4.4,14.5,0.128,8,reviewed,us,us
2020-10-09T06:48:41.920Z,52.6616,-168.1062,30.21,3.6,ml,,220,0.601,0.42,us,us6000c8ck,2020-10-27T16:42:49.083Z,"59 km ESE of Nikolski, Alaska",earthquake,5,9.8,0.091,16,reviewed,us,us
2020-10-09T06:38:29.503Z,52.6828,-168.1212,35,3.4,ml,,219,0.579,0.47,us,us6000c8cj,2020-10-27T16:42:48.778Z,"57 km ESE of Nikolski, Alaska",earthquake,2.8,2,0.105,12,reviewed,us,us
2020-10-09T05:45:14.198Z,63.0203,-151.4964,5,2.9,ml,,,,0.74,ak,ak020d04c23m,2020-10-22T06:18:42.040Z,"59 km S of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T04:33:54.440Z,69.4104,-143.8846,8.1,2.5,ml,,,,0.57,ak,ak020d03o58o,2020-10-14T22:03:19.649Z,"81 km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T04:05:09.438Z,69.4031,-143.8264,8.8,2.7,ml,,,,0.59,ak,ak020d03i1of,2020-10-14T22:03:19.371Z,"81 km S of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T03:40:00.216Z,31.704,-104.5678,5,3.1,ml,,68,0.067,0.33,us,us6000c6y3,2020-10-09T03:51:03.040Z,"55 km SSW of Whites City, New Mexico",earthquake,1.5,2,0.097,48,reviewed,us,us
2020-10-09T03:35:31.298Z,31.7094,-104.583,5,3,ml,,69,0.081,0.45,us,us6000c6xp,2020-10-09T03:44:00.040Z,"55 km SSW of Whites City, New Mexico",earthquake,2.1,2,0.081,70,reviewed,us,us
2020-10-09T02:38:23.085Z,59.2337,-153.7419,103.3,2.8,ml,,,,0.49,ak,ak020d02i9y2,2020-10-14T22:03:18.550Z,"55 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-09T01:24:19.410Z,33.0236667,-115.583,11.95,2.89,ml,55,48,0.01458,0.26,ci,ci39657488,2020-10-10T00:05:25.588Z,"4km ESE of Westmorland, CA",earthquake,0.2,0.39,0.184,76,reviewed,ci,ci
2020-10-08T22:44:09.150Z,32.2016667,-115.021,16.62,2.76,ml,18,122,0.06167,0.33,ci,ci39657280,2020-10-11T03:51:41.933Z,"2km WNW of Estacion Coahuila, B.C., MX",earthquake,0.69,0.97,0.171,46,reviewed,ci,ci
2020-10-08T22:00:44.703Z,31.641,-103.9986,5,2.5,ml,,59,0.292,0.36,us,us6000c6vs,2020-10-08T22:14:47.040Z,"38 km W of Mentone, Texas",earthquake,1.2,1.7,0.053,56,reviewed,us,us
2020-10-08T19:28:07.710Z,52.8087,-168.2354,34.21,3.1,ml,,222,0.586,0.52,us,us6000c8nq,2020-10-21T16:18:01.040Z,"44 km ESE of Nikolski, Alaska",earthquake,5.8,15.2,0.148,6,reviewed,us,us
2020-10-08T18:11:52.820Z,36.4261667,-90.8245,8.57,2.56,md,9,144,0.4442,0.16,nm,nm60114723,2020-10-14T15:32:45.040Z,"6 km E of Maynard, Arkansas",earthquake,0.48,1.29,0.14,7,reviewed,nm,nm
2020-10-08T17:51:35.202Z,60.0971,-152.9421,114.8,2.6,ml,,,,0.34,ak,ak020cynz8pe,2020-10-21T17:08:00.040Z,"69 km WNW of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-08T17:30:48.830Z,33.583,-116.816,5.73,2.57,ml,113,14,0.04462,0.21,ci,ci39656712,2020-10-21T17:36:25.040Z,"14km WNW of Anza, CA",earthquake,0.12,0.39,0.156,181,reviewed,ci,ci
2020-10-08T16:04:17.430Z,52.815,-168.2355,49.7,2.7,ml,,,,0.62,ak,ak020cyn3pet,2020-10-16T03:47:05.520Z,"44 km ESE of Nikolski, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2020-10-08T16:00:23.425Z,64.5156,-134.5921,12.6,3,ml,,,,0.51,ak,ak020cyn2uxn,2020-10-16T03:47:05.316Z,"239 km E of Dawson City, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-10-08T15:24:06.996Z,55.529,-158.262,37.3,3,ml,,,,0.41,ak,ak020cymmj6x,2020-10-16T03:47:04.948Z,"69 km SE of Perryville, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-10-08T14:22:39.520Z,52.7184,-168.2558,36.99,5.7,mww,,169,0.677,1.35,us,us6000c6rg,2020-10-27T14:32:42.201Z,"47 km ESE of Nikolski, Alaska",earthquake,4.9,2.1,0.05,39,reviewed,us,us
2020-10-08T13:35:19.000Z,32.2013333,-115.0203333,16.5,2.57,ml,15,166,0.06102,0.35,ci,ci39656456,2020-10-18T14:15:49.040Z,"2km WNW of Estacion Coahuila, B.C., MX",earthquake,0.83,1.23,0.223,67,reviewed,ci,ci
2020-10-08T10:25:01.719Z,38.1569,-117.95,10.2,2.5,ml,32,47.85,0.019,0.131,nn,nn00777795,2020-10-09T02:24:41.381Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.32,18,reviewed,nn,nn
2020-10-08T08:27:07.265Z,38.1775,-117.8038,7.4,2.5,ml,29,60.33,0.055,0.1465,nn,nn00777784,2020-10-09T13:44:53.040Z,"35 km SE of Mina, Nevada",earthquake,,0.9,0.32,16,reviewed,nn,nn
2020-10-08T05:51:22.956Z,54.987,-158.0548,30.5,2.5,ml,,,,0.43,ak,ak020cygu0kn,2020-10-16T03:47:11.040Z,"123 km SSE of Perryville, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2020-10-08T05:23:31.571Z,44.3748,-115.2016,10,2.9,ml,,75,0.311,0.38,us,us6000c6mb,2020-10-08T18:13:59.040Z,"27 km NW of Stanley, Idaho",earthquake,2.2,2,0.038,91,reviewed,us,us
2020-10-08T00:30:21.300Z,38.1432,-118.0357,3.1,2.6,ml,28,77.35,0.021,0.1405,nn,nn00777709,2020-10-21T01:13:15.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.7,0.33,15,reviewed,nn,nn
2020-10-07T22:14:29.113Z,54.0442,-164.28,62.78,2.9,ml,,204,0.568,0.4,us,us6000c8pa,2020-10-20T23:23:43.040Z,"98 km E of Akutan, Alaska",earthquake,8.2,26.9,0.115,10,reviewed,us,us
2020-10-07T21:42:22.460Z,60.7297,-147.5741,26.1,2.7,ml,,,,0.55,ak,ak020cx2ro6s,2020-10-18T05:07:27.040Z,"51 km WSW of Tatitlek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-07T20:26:20.715Z,52.6057,-167.8819,35.04,3.4,ml,,228,0.784,1.17,us,us6000c6l0,2020-10-16T05:09:45.962Z,"75 km ESE of Nikolski, Alaska",earthquake,9.1,20.7,0.115,10,reviewed,us,us
2020-10-07T20:16:21.529Z,38.148,-118.0373,2,2.6,ml,28,72.49,0.017,0.1238,nn,nn00777678,2020-10-13T21:18:52.040Z,"27 km SSE of Mina, Nevada",earthquake,,0.5,0.31,15,reviewed,nn,nn
2020-10-07T19:08:12.899Z,38.1702,-117.8375,8.6,2.9,ml,31,49.54,0.028,0.1425,nn,nn00777670,2020-10-13T19:00:13.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.3,17,reviewed,nn,nn
2020-10-07T17:29:44.960Z,39.3646667,-123.256,5.85,2.92,md,48,33,0.07249,0.09,nc,nc73467886,2020-10-14T14:59:54.040Z,"10km ESE of Willits, CA",earthquake,0.13,0.31,0.196,65,reviewed,nc,nc
2020-10-07T15:41:39.320Z,36.4308333,-90.8266667,6.41,2.61,md,8,154,0.4469,0.07,nm,nm60114323,2020-10-07T21:14:44.040Z,"6 km E of Maynard, Arkansas",earthquake,0.35,0.82,0.108,6,reviewed,nm,nm
2020-10-07T15:40:32.920Z,31.7166,-104.5729,3.3,2.6,ml,,68,0.061,0.3,us,us6000c6fp,2020-10-07T21:05:20.040Z,"54 km SSW of Whites City, New Mexico",earthquake,1.3,1.7,0.06,68,reviewed,us,us
2020-10-07T13:43:47.052Z,31.732,-104.5745,5.1,3.3,ml,,67,0.055,0.34,us,us6000c6f3,2020-10-07T21:39:40.655Z,"52 km SSW of Whites City, New Mexico",earthquake,1,2.2,0.042,74,reviewed,us,us
2020-10-07T13:31:28.100Z,31.4556667,-115.6895,16.65,3.54,ml,9,113,0.1031,0.15,ci,ci39655272,2020-10-07T18:02:38.889Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.55,0.79,0.202,178,reviewed,ci,ci
2020-10-07T12:25:11.697Z,32.1048,-102.1261,5,2.6,mb_lg,,31,0.304,0.4,us,us6000c6el,2020-10-07T22:56:57.230Z,"12 km NNW of Midland, Texas",earthquake,1.7,2,0.132,58,reviewed,us,us
2020-10-07T12:18:55.520Z,36.4313333,-90.8265,12.38,2.57,md,12,92,0.4473,0.24,nm,nm60114233,2020-10-08T01:01:46.631Z,"6 km ENE of Maynard, Arkansas",earthquake,0.58,1.46,0.094,12,reviewed,nm,nm
2020-10-07T11:47:51.552Z,64.5482,-149.3396,13.8,3.5,ml,,,,0.76,ak,ak020cwwuh2n,2020-10-16T17:28:07.092Z,"11 km W of Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-10-07T11:47:35.490Z,37.7306667,-122.136,4.51,2.54,md,116,38,0.01475,0.12,nc,nc73467781,2020-10-15T20:20:04.799Z,"2km ENE of San Leandro, CA",earthquake,0.11,0.21,0.171,96,reviewed,nc,nc
2020-10-07T10:12:48.959Z,59.9636,-152.8386,90.7,2.9,ml,,,,0.77,ak,ak020cww1j4b,2020-10-16T05:09:38.585Z,"60 km WNW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-07T08:59:30.328Z,61.6428,-151.0626,68.8,4.1,ml,,,,1.11,ak,ak020cwv4p5l,2020-10-16T17:32:21.119Z,"31 km WNW of Susitna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-07T07:10:05.722Z,54.8976,-159.7563,25.9,2.5,ml,,,,0.6,ak,ak020cwu8pgv,2020-10-16T05:09:35.511Z,"68 km SE of Sand Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-10-07T04:56:43.430Z,40.76,-124.4101667,23.07,2.98,ml,27,213,0.1559,0.11,nc,nc73467651,2020-10-23T05:13:39.040Z,"19km WNW of Humboldt Hill, CA",earthquake,0.91,0.37,0.197,16,reviewed,nc,nc
2020-10-07T04:21:13.830Z,38.0708333,-118.7445,8.16,2.91,ml,39,79,0.261,0.07,nc,nc73467641,2020-10-23T05:04:25.040Z,"28km SE of Bodie, CA",earthquake,0.24,1.66,0.272,21,reviewed,nc,nc
2020-10-07T02:28:54.020Z,36.4788333,-120.4883333,13,2.53,md,44,103,0.2962,0.15,nc,nc73467606,2020-10-18T03:57:29.040Z,"16km W of Cantua Creek, CA",earthquake,0.32,1.21,0.18,59,reviewed,nc,nc
2020-10-07T02:07:59.372Z,53.559,-159.8532,10,3.8,mb,,178,1.284,0.65,us,us6000c69u,2020-10-18T03:30:05.040Z,"202 km SSE of Sand Point, Alaska",earthquake,6.7,2,0.18,8,reviewed,us,us
2020-10-07T01:44:04.730Z,34.3541667,-116.8266667,7.82,3.43,mw,112,28,0.006167,0.15,ci,ci39654952,2020-10-18T02:52:41.576Z,"10km N of Big Bear City, CA",earthquake,0.09,0.26,,6,reviewed,ci,ci
2020-10-07T01:28:17.366Z,54.8109,-159.868,30.96,2.8,ml,,204,0.162,0.39,us,us6000c8p1,2020-10-17T23:24:27.040Z,"71 km SE of Sand Point, Alaska",earthquake,4.6,13,0.105,12,reviewed,us,us
2020-10-07T00:54:54.780Z,39.365,-123.253,6.13,2.69,md,42,34,0.07397,0.08,nc,nc73467571,2020-10-14T22:26:53.040Z,"10km ESE of Willits, CA",earthquake,0.14,0.33,0.173,44,reviewed,nc,nc
2020-10-06T23:52:19.990Z,36.4298333,-90.8261667,8.04,2.6,md,9,127,0.4463,0.12,nm,nm60114223,2020-10-07T22:43:39.040Z,"6 km E of Maynard, Arkansas",earthquake,0.37,1.98,0.115,7,reviewed,nm,nm
2020-10-06T23:29:17.780Z,33.7885,-116.6553333,14.91,2.92,ml,60,20,0.08791,0.12,ci,ci39654856,2020-10-09T00:10:04.741Z,"8km NE of Idyllwild, CA",earthquake,0.11,0.2,0.139,165,reviewed,ci,ci
2020-10-06T20:41:26.780Z,39.9221667,-123.7406667,4.76,2.79,md,22,130,0.08634,0.14,nc,nc73467491,2020-10-14T18:27:07.400Z,"21km NNE of Rockport, CA",earthquake,0.37,0.57,0.092,21,reviewed,nc,nc
2020-10-06T20:40:58.050Z,39.9178333,-123.7476667,4.8,2.79,md,29,118,0.08508,0.15,nc,nc73467496,2020-10-14T18:12:05.304Z,"21km NNE of Rockport, CA",earthquake,0.37,0.54,0.164,40,reviewed,nc,nc
2020-10-06T20:36:39.378Z,52.8353,-162.2447,9.4,2.5,ml,,,,0.62,ak,ak020cveln5v,2020-10-23T21:53:36.771Z,"237 km SSE of False Pass, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2020-10-06T17:02:54.985Z,55.4879,-158.2605,31.8,2.6,ml,,,,0.5,ak,ak020cvcm341,2020-10-29T21:58:16.040Z,"72 km SE of Perryville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-10-06T15:37:16.587Z,67.5155,-167.6317,22,2.6,ml,,,,0.61,ak,ak020cvbmn4a,2020-10-23T18:59:08.591Z,"100 km SSW of Point Hope, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-10-06T14:11:31.660Z,36.4313333,-90.8328333,12.84,2.64,md,9,82,0.4443,0.38,nm,nm60114133,2020-10-07T06:52:37.488Z,"5 km ENE of Maynard, Arkansas",earthquake,0.97,1.56,0.184,8,reviewed,nm,nm
2020-10-06T10:13:06.472Z,43.6754,-130.5247,10,3.4,ml,,303,4.695,0.72,us,us6000c618,2020-10-25T13:13:12.810Z,"off the coast of Oregon",earthquake,6.1,2,0.091,16,reviewed,us,us
2020-10-06T09:35:15.472Z,61.4202,-149.9329,38.9,3,ml,,,,0.5,ak,ak020cv81lwl,2020-10-25T14:10:40.087Z,"7 km NNE of Point MacKenzie, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-06T09:23:31.131Z,55.1207,-158.3294,7.6,3,ml,,,,0.57,ak,ak020cv7z2jy,2020-10-25T11:26:49.040Z,"101 km SSE of Perryville, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-06T08:50:55.200Z,33.0406667,-115.5778333,11.03,3.02,ml,52,48,0.004182,0.3,ci,ci39653920,2020-10-09T15:50:33.574Z,"4km E of Westmorland, CA",earthquake,0.27,0.57,0.168,43,reviewed,ci,ci
2020-10-06T06:36:41.858Z,54.8456,-160.0814,7.7,2.6,ml,,,,0.5,ak,ak020cv69kuk,2020-10-23T18:57:25.561Z,"60 km SSE of Sand Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-06T05:54:50.520Z,54.8444,-159.8598,30.42,5.9,mww,,122,0.157,0.87,us,us6000c5zm,2020-10-23T21:53:37.028Z,"68 km SE of Sand Point, Alaska",earthquake,3.5,4.2,0.043,53,reviewed,us,us
2020-10-06T05:24:14.550Z,41.437,-123.9113333,31.85,3.07,ml,21,129,0.08592,0.19,nc,nc73467176,2020-10-13T22:48:05.895Z,"14km SE of Klamath, CA",earthquake,0.52,0.88,0.196,15,reviewed,nc,nc
2020-10-06T04:30:26.474Z,40.3837,-79.2126,5,2.9,mb_lg,,32,0.127,0.63,us,us6000c5z8,2020-10-08T15:35:54.138Z,"5 km WSW of Bolivar, Pennsylvania",mine collapse,3,2,0.051,103,reviewed,us,us
2020-10-06T04:20:18.480Z,36.4315,-90.834,9.26,2.52,md,14,92,0.4439,0.26,nm,nm60114423,2020-10-07T17:57:16.810Z,"5 km ENE of Maynard, Arkansas",earthquake,0.77,2.42,0.146,11,reviewed,nm,nm
2020-10-06T03:54:54.621Z,56.3187,-149.247,20.8,2.9,ml,,,,0.43,ak,ak020cv4lbzc,2020-10-23T18:57:23.572Z,"234 km SE of Chiniak, Alaska",earthquake,,6.1,,,reviewed,ak,ak
2020-10-06T03:32:26.822Z,65.9124,-166.3116,25.8,2.6,ml,,,,0.56,ak,ak020cv4gdyv,2020-10-23T18:57:22.456Z,"39 km SSW of Shishmaref, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-10-06T02:49:18.092Z,54.8954,-158.264,25.9,2.5,ml,,,,0.59,ak,ak020cv3ykyp,2020-10-23T18:57:34.984Z,"126 km SSE of Perryville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-05T23:58:52.255Z,61.4651,-146.5233,16.8,2.5,ml,,,,0.67,ak,ak020ctszc5n,2020-10-14T22:49:02.507Z,"38 km NNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-05T23:18:04.590Z,36.4306667,-90.8301667,8.17,2.62,md,7,92,0.4451,0.13,nm,nm60114433,2020-10-10T02:17:30.040Z,"6 km ENE of Maynard, Arkansas",earthquake,0.46,1.71,0.057,5,reviewed,nm,nm
2020-10-05T22:52:48.290Z,66.2908,-135.476,9.7,2.7,ml,,,,0.49,ak,ak020ctscm0w,2020-10-14T22:49:01.430Z,"130 km S of Fort McPherson, Canada",earthquake,,0.2,,,reviewed,ak,ak
2020-10-05T22:07:18.600Z,36.4281667,-90.8271667,10.54,2.51,md,6,154,0.4445,0.13,nm,nm60114438,2020-10-10T02:45:24.724Z,"6 km E of Maynard, Arkansas",earthquake,0.58,4.32,0.037,4,reviewed,nm,nm
2020-10-05T20:21:08.884Z,59.7026,-152.3759,65.9,2.8,ml,,,,0.55,ak,ak020ctqz0lf,2020-10-14T22:48:58.980Z,"31 km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-05T19:11:23.122Z,43.2839,-126.6286,10,3,ml,,267,1.511,0.84,us,us6000c5t8,2020-10-12T16:36:55.040Z,"181 km W of Bandon, Oregon",earthquake,7.3,2,0.046,62,reviewed,us,us
2020-10-05T18:15:20.176Z,44.2958,-115.1338,10,2.5,ml,,66,0.284,0.68,us,us6000c5sh,2020-10-12T16:29:53.652Z,"17 km WNW of Stanley, Idaho",earthquake,2.1,2,0.057,40,reviewed,us,us
2020-10-05T16:40:57.047Z,54.8308,-160.2948,20,3.2,ml,,,,0.54,ak,ak020ctopgez,2020-10-14T22:48:54.409Z,"57 km SSE of Sand Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-10-05T13:14:07.336Z,47.9253,-128.5121,10,3.8,mb,,122,2.267,0.75,us,us6000c72c,2020-10-13T19:12:44.040Z,"235 km SW of Tofino, Canada",earthquake,7.4,2,0.255,6,reviewed,us,us
2020-10-05T10:47:35.822Z,47.8385,-128.6302,10,4.4,mb,,173,2.736,1.06,us,us6000c5n5,2020-10-09T06:47:47.040Z,"248 km SW of Tofino, Canada",earthquake,10,2,0.156,15,reviewed,us,us
2020-10-05T09:58:00.647Z,54.3197,-161.2756,4.7,2.7,ml,,,,0.5,ak,ak020ctkn5xn,2020-10-14T22:47:02.686Z,"106 km SE of King Cove, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-10-05T07:36:01.773Z,54.6089,-163.3065,13,2.8,ml,,,,0.68,ak,ak020ctjbkte,2020-10-14T22:46:59.935Z,"28 km SSE of False Pass, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-10-05T04:12:23.251Z,67.4628,-167.6852,28.2,2.7,ml,,,,0.44,ak,ak020cthe6l1,2020-10-18T21:34:59.040Z,"106 km SSW of Point Hope, Alaska",earthquake,,4.2,,,reviewed,ak,ak
2020-10-05T04:06:36.920Z,37.4838333,-118.8156667,3.96,3.46,md,31,118,0.09912,0.07,nc,nc73466751,2020-10-08T12:35:48.405Z,"15km SW of Toms Place, CA",earthquake,0.26,1.03,0.17,88,reviewed,nc,nc
2020-10-05T01:41:49.961Z,54.883,-160.306,30.05,2.8,ml,,187,0.417,0.45,us,us6000c5kv,2020-10-18T21:38:19.040Z,"51 km SSE of Sand Point, Alaska",earthquake,5,7.6,0.069,28,reviewed,us,us
2020-10-05T00:31:10.723Z,52.6174,-163.5776,8.4,2.8,ml,,,,0.55,ak,ak020ctf4htl,2020-10-14T22:46:53.903Z,"223 km SE of Akutan, Alaska",earthquake,,2,,,reviewed,ak,ak
2020-10-04T23:19:02.780Z,54.2903,-161.3168,10,4.1,mwr,,90,1.479,0.57,us,us6000c5k4,2020-10-14T17:42:11.175Z,"107 km SE of King Cove, Alaska",earthquake,6.6,1.9,0.075,17,reviewed,us,us
2020-10-04T19:36:21.554Z,44.5306,-115.1889,10,2.8,ml,,64,0.454,0.78,us,us6000c5it,2020-10-06T19:11:24.040Z,"40 km NNW of Stanley, Idaho",earthquake,2.6,2,0.043,70,reviewed,us,us
2020-10-04T19:29:42.558Z,54.3173,-161.3828,10,2.7,ml,,214,0.878,0.77,us,us6000c7x9,2020-10-17T20:08:06.040Z,"102 km SE of King Cove, Alaska",earthquake,2,2,0.115,10,reviewed,us,us
2020-10-04T17:13:14.922Z,27.6296,-111.1488,10,4.5,mb,,179,1.018,0.7,us,us6000c5hp,2020-10-05T16:00:04.735Z,"37 km SSW of San Carlos, Mexico",earthquake,5.4,2,0.54,1,reviewed,us,us
2020-10-04T10:40:00.308Z,56.3352,-157.8586,63.2,3.5,ml,,,,0.69,ak,ak020crxlaux,2020-10-15T11:39:24.040Z,"34 km E of Chignik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-04T09:57:14.657Z,66.0336,-161.1794,4.4,3,ml,,,,0.72,ak,ak020crx3mnr,2020-10-14T07:39:16.040Z,"6 km NNW of Buckland, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-04T09:49:33.494Z,58.6269,-153.9682,83.8,2.9,ml,,,,0.62,ak,ak020crx1ybr,2020-10-14T07:33:05.040Z,"88 km NW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-04T06:05:58.089Z,61.0557,-151.1649,58,2.6,ml,,,,0.6,ak,ak020crv09xd,2020-10-29T11:45:45.040Z,"2 km SW of Tyonek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-10-04T05:22:52.140Z,39.3615,-123.2456667,6.5,2.68,md,37,60,0.06787,0.08,nc,nc73466356,2020-10-29T13:02:37.040Z,"11km ESE of Willits, CA",earthquake,0.18,0.48,0.17,27,reviewed,nc,nc
2020-10-04T05:10:57.693Z,63.0881,-151.5602,11.4,2.8,ml,,,,0.72,ak,ak020crufwvx,2020-10-29T11:22:48.040Z,"51 km S of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-04T05:08:49.559Z,54.8486,-160.3174,26.28,2.8,ml,,165,0.421,0.48,us,us6000c7x3,2020-10-29T11:00:00.040Z,"55 km SSE of Sand Point, Alaska",earthquake,3.4,10.8,0.062,34,reviewed,us,us
2020-10-04T04:49:17.490Z,39.3573333,-123.2521667,6.62,3.47,mw,52,40,0.06749,0.1,nc,nc73466321,2020-10-29T19:03:05.306Z,"11km ESE of Willits, CA",earthquake,0.13,0.33,,4,reviewed,nc,nc
2020-10-04T04:44:12.350Z,37.9585,-122.0385,11.59,2.58,md,61,34,0.01418,0.19,nc,nc73466316,2020-10-07T20:38:36.788Z,"2km ENE of Pleasant Hill, CA",earthquake,0.2,0.33,0.192,88,reviewed,nc,nc
2020-10-03T23:26:59.940Z,33.0223333,-115.5861667,12.8,3.62,mw,61,48,0.01628,0.26,ci,ci39651784,2020-10-17T22:37:47.307Z,"4km ESE of Westmorland, CA",earthquake,0.2,0.63,,4,reviewed,ci,ci
2020-10-03T23:21:38.527Z,65.4087,-164.3819,9.6,3.2,ml,,,,0.43,ak,ak020cqhooo3,2020-10-17T05:03:29.040Z,"93 km NNW of White Mountain, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-10-03T20:21:00.460Z,33.0201667,-115.5871667,11.26,2.94,ml,84,45,0.01858,0.27,ci,ci39651720,2020-10-17T03:35:35.040Z,"4km ESE of Westmorland, CA",earthquake,0.16,0.32,0.136,183,reviewed,ci,ci
2020-10-03T20:16:27.150Z,35.66,-117.4285,7.01,3.35,ml,68,25,0.07831,0.14,ci,ci39651712,2020-10-17T03:31:16.040Z,"12km S of Searles Valley, CA",earthquake,0.1,0.3,0.169,290,reviewed,ci,ci
2020-10-03T17:49:21.470Z,54.7095,-161.1264,35,3.4,ml,,175,0.612,0.74,us,us6000c7dw,2020-10-29T20:55:26.040Z,"80 km SSW of Sand Point, Alaska",earthquake,4.1,2,0.062,34,reviewed,us,us
2020-10-03T16:58:43.990Z,53.5006,-165.709,36.57,3.2,ml,,188,0.585,0.73,us,us6000c7du,2020-10-17T19:42:06.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,5.5,67.2,0.105,12,reviewed,us,us
2020-10-03T16:04:40.050Z,69.5164,-144.732,4.9,2.6,ml,,,,0.63,ak,ak020cqdf0m3,2020-10-10T20:33:19.990Z,"80 km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-10-03T14:13:57.990Z,37.441,-118.8523333,4.49,2.79,md,31,110,0.1499,0.04,nc,nc73466101,2020-10-06T19:27:07.193Z,"20km SW of Toms Place, CA",earthquake,0.24,1.59,0.19,44,reviewed,nc,nc
2020-10-03T13:41:47.090Z,38.0853333,-112.4241667,8.5,2.65,ml,25,46,0.4528,0.2,uu,uu60412997,2020-10-06T16:26:58.040Z,"16 km SW of Circleville, Utah",earthquake,0.37,1.01,0.176,11,reviewed,uu,uu
2020-10-03T11:52:50.590Z,38.099,-112.4168333,8.01,2.58,ml,18,117,0.4581,0.23,uu,uu60412962,2020-10-25T13:18:59.040Z,"15 km WSW of Circleville, Utah",earthquake,0.53,1.46,0.022,2,reviewed,uu,uu
2020-10-03T11:47:43.960Z,38.092,-112.4198333,8.34,4.42,ml,37,41,0.4559,0.21,uu,uu60412957,2020-10-25T12:44:12.190Z,"15 km SW of Circleville, Utah",earthquake,0.34,0.69,0.151,23,reviewed,uu,uu
2020-10-03T08:30:43.614Z,53.5825,-159.7567,10,2.7,ml,,260,1.255,0.94,us,us6000c7dq,2020-10-14T07:14:24.040Z,"201 km SSE of Sand Point, Alaska",earthquake,6.4,2,0.105,12,reviewed,us,us
2020-10-03T04:08:13.933Z,31.5801,-104.2395,5,2.5,ml,,58,0.164,0.14,us,us6000c53m,2020-10-29T23:20:16.040Z,"51 km NW of Toyah, Texas",earthquake,1.1,1.5,0.074,66,reviewed,us,us
