PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC13
Station name, ChirikofIsAK2008
Begin Date, 2008-09-17
End Date, 2022-12-21
Release Date, 2023-06-22
Source file, AC13.cwu.nam14.pos
Offset from source file, 162.49 mm North, -84.42 mm East, -56.62 mm Vertical
Reference position, 55.8218976390 North Latitude, -155.6224013975 East Longitude, 222.77374 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-11-23,136.85, -72.63, -45.22, 2.13, 1.5, 6.87, repro,
2012-11-24,137.57, -72.58, -44.65, 2.2, 1.52, 6.99, repro,
2012-11-25,136.63, -71.51, -49.53, 2.22, 1.53, 7.06, repro,
2012-11-26,136.86, -71.90, -56.08, 2.21, 1.54, 7.09, repro,
2012-11-27,136.41, -71.81, -51.05, 2.22, 1.54, 7.08, repro,
2012-11-28,137.76, -71.20, -43.23, 2.24, 1.58, 7.21, repro,
2012-11-29,135.78, -71.80, -40.60, 2.19, 1.53, 7, repro,
2012-11-30,135.85, -72.33, -39.78, 2.22, 1.53, 7.08, repro,
2012-12-01,135.49, -71.51, -39.63, 2.16, 1.51, 6.96, repro,
2012-12-02,136.46, -70.65, -41.96, 2.23, 1.54, 7.08, repro,
2012-12-03,135.37, -71.00, -42.85, 2.15, 1.51, 6.92, repro,
2012-12-04,136.35, -71.68, -42.63, 2.13, 1.5, 6.86, repro,
2012-12-05,138.01, -73.43, -41.13, 2.15, 1.49, 6.87, repro,
2012-12-06,137.70, -71.80, -47.01, 2.28, 1.58, 7.23, repro,
2012-12-07,138.17, -71.16, -48.39, 2.22, 1.54, 7.1, repro,
2012-12-08,136.27, -71.35, -41.41, 2.16, 1.51, 6.94, repro,
2012-12-09,137.96, -70.92, -39.86, 2.25, 1.54, 7.11, repro,
2012-12-10,136.73, -72.50, -38.63, 2.19, 1.5, 6.96, repro,
2012-12-11,136.80, -71.17, -37.90, 2.21, 1.5, 6.96, repro,
2012-12-12,138.26, -71.24, -43.55, 2.21, 1.52, 7, repro,
2012-12-13,137.91, -71.80, -35.32, 2.23, 1.53, 7.04, repro,
2012-12-14,137.78, -71.99, -37.41, 2.21, 1.51, 7.04, repro,
2012-12-15,138.39, -71.87, -31.67, 2.18, 1.49, 6.94, repro,
2012-12-16,138.58, -72.15, -32.84, 2.2, 1.5, 6.97, repro,
2012-12-17,141.09, -72.93, -34.40, 2.26, 1.53, 7.08, repro,
2012-12-18,137.89, -70.94, -39.12, 2.21, 1.53, 7.02, repro,
2012-12-19,135.02, -71.83, -34.92, 2.21, 1.51, 7.01, repro,
2012-12-20,139.77, -74.75, -42.81, 2.19, 1.51, 6.95, repro,
2012-12-21,138.69, -74.02, -42.85, 2.19, 1.51, 6.93, repro,
2012-12-22,139.88, -73.37, -45.07, 2.19, 1.5, 6.89, repro,
2012-12-23,139.24, -74.13, -39.12, 2.15, 1.49, 6.86, repro,
2012-12-24,136.78, -73.41, -38.50, 2.2, 1.51, 6.98, repro,
2012-12-25,138.53, -73.21, -42.13, 2.21, 1.51, 6.98, repro,
2012-12-26,135.22, -72.38, -43.66, 2.2, 1.51, 6.99, repro,
2012-12-27,136.99, -73.55, -37.06, 2.2, 1.5, 6.97, repro,
2012-12-28,137.03, -74.14, -35.62, 2.21, 1.51, 6.98, repro,
2012-12-29,138.88, -73.88, -33.99, 2.17, 1.49, 6.86, repro,
2012-12-30,136.95, -74.53, -36.91, 2.17, 1.5, 6.9, repro,
2012-12-31,138.15, -74.06, -35.55, 2.16, 1.48, 6.85, repro,
2013-01-01,137.58, -73.22, -36.33, 2.15, 1.49, 6.85, repro,
2013-01-02,137.45, -73.88, -35.75, 2.17, 1.5, 6.93, repro,
2013-01-03,138.12, -72.72, -38.82, 2.16, 1.5, 6.89, repro,
2013-01-04,137.50, -73.44, -36.72, 2.16, 1.49, 6.87, repro,
2013-01-05,136.85, -73.15, -36.06, 2.15, 1.49, 6.85, repro,
2013-01-06,139.07, -74.27, -38.35, 2.15, 1.49, 6.86, repro,
2013-01-07,136.57, -72.42, -38.18, 2.17, 1.51, 6.94, repro,
2013-01-08,138.91, -71.76, -33.66, 2.17, 1.51, 6.92, repro,
2013-01-09,138.18, -73.71, -39.20, 2.22, 1.52, 7.05, repro,
2013-01-10,139.13, -73.86, -42.61, 2.25, 1.56, 7.1, repro,
2013-01-11,138.78, -73.02, -46.50, 2.21, 1.51, 6.98, repro,
2013-01-12,141.18, -73.87, -45.80, 2.14, 1.49, 6.83, repro,
2013-01-13,140.19, -72.46, -46.76, 2.16, 1.5, 6.88, repro,
2013-01-14,139.61, -74.09, -43.41, 2.21, 1.51, 7, repro,
2013-01-15,139.04, -73.77, -48.94, 2.19, 1.5, 6.93, repro,
2013-01-16,140.65, -73.73, -53.45, 2.17, 1.52, 7.07, repro,
2013-01-17,138.99, -73.84, -43.63, 2.16, 1.51, 7, repro,
2013-01-18,142.23, -75.37, -49.38, 2.21, 1.53, 7, repro,
2013-01-19,141.17, -75.85, -49.11, 2.18, 1.51, 6.92, repro,
2013-01-20,140.35, -74.97, -59.56, 2.16, 1.51, 6.9, repro,
2013-01-21,140.15, -76.28, -44.88, 2.21, 1.5, 6.97, repro,
2013-01-22,139.72, -75.15, -47.05, 2.21, 1.51, 6.95, repro,
2013-01-23,139.90, -75.06, -45.76, 2.21, 1.54, 7.04, repro,
2013-01-24,140.17, -75.28, -44.64, 2.21, 1.54, 7.03, repro,
2013-01-25,140.01, -75.67, -48.14, 2.2, 1.52, 7, repro,
2013-01-26,139.37, -74.39, -46.90, 2.19, 1.51, 6.95, repro,
2013-01-27,141.58, -74.18, -42.80, 2.16, 1.5, 6.89, repro,
2013-01-28,141.23, -74.29, -47.84, 2.2, 1.5, 6.95, repro,
2013-01-29,140.31, -74.64, -59.16, 2.15, 1.49, 6.85, repro,
2013-01-30,137.46, -75.81, -55.19, 2.16, 1.49, 6.85, repro,
2013-01-31,141.48, -75.79, -49.29, 2.29, 1.6, 7.34, repro,
2013-02-01,139.81, -75.77, -50.26, 2.18, 1.52, 7.03, repro,
2013-02-02,139.94, -75.08, -51.97, 2.19, 1.52, 7.04, repro,
2013-02-03,139.28, -75.22, -41.26, 2.17, 1.49, 6.85, repro,
2013-02-04,139.85, -74.80, -45.88, 2.17, 1.49, 6.85, repro,
2013-02-05,141.40, -75.27, -41.61, 2.27, 1.56, 7.17, repro,
2013-02-06,141.52, -75.73, -39.38, 2.28, 1.62, 7.26, repro,
2013-02-07,140.96, -75.44, -41.55, 2.2, 1.53, 7.11, repro,
2013-02-08,141.13, -76.16, -42.50, 2.16, 1.49, 6.87, repro,
2013-02-09,139.79, -76.15, -39.34, 2.17, 1.49, 6.84, repro,
2013-02-10,139.37, -75.46, -42.62, 2.21, 1.52, 6.95, repro,
2013-02-11,140.47, -73.10, -41.88, 2.2, 1.53, 7.01, repro,
2013-02-12,141.85, -73.95, -40.35, 2.18, 1.52, 7.01, repro,
2013-02-13,144.15, -75.39, -44.61, 2.25, 1.55, 7.2, repro,
2013-02-14,142.26, -75.38, -43.93, 2.18, 1.5, 6.89, repro,
2013-02-15,141.33, -77.01, -47.90, 2.18, 1.5, 6.89, repro,
2013-02-16,142.74, -75.55, -47.06, 2.17, 1.5, 6.88, repro,
2013-02-17,141.31, -75.13, -46.00, 2.16, 1.5, 6.85, repro,
2013-02-18,142.99, -75.74, -43.12, 2.17, 1.5, 6.86, repro,
2013-02-19,143.49, -75.51, -47.41, 2.17, 1.5, 6.88, repro,
2013-02-20,140.81, -74.68, -43.58, 2.17, 1.5, 6.88, repro,
2013-02-21,141.04, -75.89, -43.47, 2.18, 1.52, 7.02, repro,
2013-02-22,141.95, -75.53, -36.89, 2.25, 1.55, 7.22, repro,
2013-02-23,142.19, -75.55, -37.59, 2.24, 1.55, 7.14, repro,
2013-02-24,143.17, -75.84, -41.18, 2.16, 1.5, 6.83, repro,
2013-02-25,142.40, -76.21, -43.45, 2.18, 1.52, 6.99, repro,
2013-02-26,142.40, -76.58, -46.78, 2.17, 1.49, 6.86, repro,
2013-02-27,142.36, -76.68, -50.90, 2.18, 1.49, 6.9, repro,
2013-02-28,142.32, -76.74, -48.51, 2.15, 1.49, 6.81, repro,
2013-03-01,142.91, -77.65, -50.73, 2.16, 1.5, 6.85, repro,
2013-03-02,142.71, -77.21, -51.75, 2.22, 1.53, 6.99, repro,
2013-03-03,143.67, -77.36, -50.42, 2.23, 1.54, 7.06, repro,
2013-03-04,144.90, -76.44, -58.12, 2.25, 1.53, 7.06, repro,
2013-03-05,141.33, -75.48, -61.16, 2.19, 1.5, 6.91, repro,
2013-03-06,144.13, -78.49, -49.01, 2.18, 1.53, 7.02, repro,
2013-03-07,146.53, -78.89, -41.88, 2.18, 1.53, 7.02, repro,
2013-03-08,143.63, -77.81, -46.61, 2.18, 1.5, 6.91, repro,
2013-03-09,143.57, -76.78, -47.13, 2.21, 1.51, 6.96, repro,
2013-03-10,144.34, -76.78, -51.41, 2.17, 1.5, 6.88, repro,
2013-03-11,144.74, -75.11, -52.80, 2.17, 1.49, 6.86, repro,
2013-03-12,144.38, -76.34, -47.50, 2.16, 1.48, 6.81, repro,
2013-03-13,145.65, -76.74, -52.08, 2.16, 1.5, 6.84, repro,
2013-03-14,144.09, -76.34, -57.73, 2.19, 1.49, 6.9, repro,
2013-03-15,144.04, -75.90, -57.27, 2.19, 1.5, 6.9, repro,
2013-03-16,144.80, -77.63, -52.09, 2.18, 1.5, 6.88, repro,
2013-03-17,146.26, -77.23, -52.49, 2.22, 1.54, 7.03, repro,
2013-03-18,146.09, -76.31, -55.44, 2.21, 1.53, 6.94, repro,
2013-03-19,146.40, -76.81, -55.10, 2.17, 1.49, 6.82, repro,
2013-03-20,144.61, -77.01, -51.44, 2.19, 1.5, 6.9, repro,
2013-03-21,145.83, -76.45, -51.27, 2.18, 1.5, 6.85, repro,
2013-03-22,145.64, -77.85, -54.17, 2.17, 1.5, 6.85, repro,
2013-03-23,145.32, -77.29, -54.30, 2.21, 1.5, 6.86, repro,
2013-03-24,145.04, -77.65, -52.87, 2.17, 1.49, 6.85, repro,
2013-03-25,146.21, -75.70, -51.61, 2.2, 1.5, 6.95, repro,
2013-03-26,146.31, -77.04, -55.21, 2.19, 1.51, 6.92, repro,
2013-03-27,146.91, -77.07, -58.61, 2.19, 1.5, 6.92, repro,
2013-03-28,144.47, -77.41, -63.24, 2.22, 1.53, 6.98, repro,
2013-03-29,144.81, -77.91, -59.30, 2.2, 1.51, 6.9, repro,
2013-03-30,146.14, -78.35, -53.55, 2.23, 1.52, 7.02, repro,
2013-03-31,145.94, -77.18, -60.43, 2.23, 1.53, 7.02, repro,
2013-04-01,147.16, -77.17, -56.77, 2.23, 1.53, 6.97, repro,
2013-04-02,148.78, -77.00, -59.13, 2.24, 1.53, 7.02, repro,
2013-04-03,148.14, -78.21, -59.59, 2.23, 1.52, 6.97, repro,
2013-04-04,148.63, -78.91, -56.27, 2.29, 1.55, 7.04, repro,
2013-04-05,146.53, -78.61, -49.46, 2.24, 1.52, 6.97, repro,
2013-04-06,148.00, -78.03, -50.82, 2.25, 1.53, 7.02, repro,
2013-04-07,147.62, -77.45, -50.96, 2.25, 1.54, 7.05, repro,
2013-04-08,147.79, -77.27, -57.11, 2.24, 1.53, 7.01, repro,
2013-04-09,147.18, -76.59, -52.44, 2.22, 1.51, 6.92, repro,
2013-04-10,148.48, -77.21, -52.88, 2.25, 1.54, 7.12, repro,
2013-04-11,148.18, -77.79, -57.25, 2.28, 1.56, 7.31, repro,
2013-04-12,147.77, -78.72, -55.89, 2.26, 1.56, 7.25, repro,
2013-04-13,148.21, -77.64, -58.70, 2.24, 1.54, 7.08, repro,
2013-04-14,150.81, -78.23, -60.45, 2.23, 1.51, 6.98, repro,
2013-04-15,149.76, -79.36, -53.24, 2.25, 1.51, 7.03, repro,
2013-04-16,150.69, -79.30, -56.08, 2.25, 1.53, 7.06, repro,
2013-04-17,149.38, -78.86, -56.59, 2.25, 1.53, 7.05, repro,
2013-04-18,149.35, -79.05, -60.04, 2.22, 1.53, 7.01, repro,
2013-04-19,149.87, -79.77, -60.84, 2.23, 1.53, 7.02, repro,
2013-04-20,149.70, -79.72, -60.73, 2.22, 1.52, 6.96, repro,
2013-04-21,149.84, -79.64, -59.49, 2.23, 1.52, 6.99, repro,
2013-04-22,151.45, -79.91, -60.33, 2.26, 1.54, 7.12, repro,
2013-04-23,150.62, -78.30, -64.52, 2.23, 1.54, 7.04, repro,
2013-04-24,151.25, -78.88, -57.93, 2.31, 1.55, 7.2, repro,
2013-04-25,152.09, -78.93, -59.15, 2.27, 1.53, 7.14, repro,
2013-04-26,150.62, -78.19, -50.15, 2.24, 1.52, 6.99, repro,
2013-04-27,149.71, -77.50, -50.44, 2.25, 1.54, 7.06, repro,
2013-04-28,148.73, -78.71, -55.87, 2.26, 1.53, 7.05, repro,
2013-04-29,151.05, -78.17, -54.64, 2.23, 1.53, 7.01, repro,
2013-04-30,152.26, -79.51, -54.31, 2.24, 1.53, 7.02, repro,
2013-05-01,150.63, -78.58, -52.02, 2.22, 1.52, 7, repro,
2013-05-02,148.98, -79.58, -53.14, 2.24, 1.53, 6.99, repro,
2013-05-03,150.47, -78.93, -55.64, 2.26, 1.53, 7.03, repro,
2013-05-04,150.47, -79.38, -53.40, 2.25, 1.55, 7.1, repro,
2013-05-05,150.21, -80.01, -48.02, 2.24, 1.55, 7.08, repro,
2013-05-06,152.13, -79.30, -57.89, 2.23, 1.53, 7.03, repro,
2013-05-07,151.69, -79.52, -53.62, 2.23, 1.53, 6.97, repro,
2013-05-08,152.55, -79.41, -58.51, 2.24, 1.53, 6.98, repro,
2013-05-09,152.70, -77.99, -64.87, 2.25, 1.54, 7.05, repro,
2013-05-10,152.02, -79.55, -56.53, 2.27, 1.57, 7.22, repro,
2013-05-11,151.45, -79.13, -53.94, 2.23, 1.54, 7.02, repro,
2013-05-12,150.56, -79.80, -49.62, 2.22, 1.53, 6.97, repro,
2013-05-13,151.25, -79.62, -46.23, 2.24, 1.53, 7, repro,
2013-05-14,153.06, -80.55, -45.60, 2.25, 1.53, 7, repro,
2013-05-15,151.70, -80.20, -49.23, 2.24, 1.54, 7.01, repro,
2013-05-16,152.04, -79.85, -58.53, 2.24, 1.54, 7.02, repro,
2013-05-17,150.85, -78.76, -45.62, 2.31, 1.65, 7.38, repro,
2013-05-18,149.23, -77.28, -50.53, 2.23, 1.54, 7.01, repro,
2013-05-19,152.52, -79.38, -53.29, 2.24, 1.52, 6.97, repro,
2013-05-20,151.90, -79.37, -57.41, 2.24, 1.54, 7.05, repro,
2013-05-21,153.65, -80.35, -60.74, 2.25, 1.54, 7.07, repro,
2013-05-22,149.12, -80.68, -56.84, 2.23, 1.54, 7.06, repro,
2013-05-23,152.60, -80.61, -55.81, 2.25, 1.54, 7.05, repro,
2013-05-24,153.11, -80.30, -49.69, 2.23, 1.53, 7, repro,
2013-05-25,154.79, -80.73, -52.22, 2.24, 1.53, 6.99, repro,
2013-05-26,152.14, -82.59, -57.39, 2.23, 1.54, 7.02, repro,
2013-05-27,152.46, -81.22, -54.81, 2.24, 1.54, 7.06, repro,
2013-05-28,151.89, -80.53, -51.94, 2.23, 1.54, 7.04, repro,
2013-05-29,153.67, -80.07, -49.62, 2.22, 1.53, 6.99, repro,
2013-05-30,152.67, -81.48, -47.74, 2.24, 1.53, 7, repro,
2013-05-31,154.40, -81.07, -52.33, 2.23, 1.54, 7.03, repro,
2013-06-01,154.02, -81.31, -54.54, 2.3, 1.57, 7.23, repro,
2013-06-02,152.00, -80.79, -57.13, 2.23, 1.53, 7.03, repro,
2013-06-03,153.38, -81.17, -53.29, 2.24, 1.53, 7.04, repro,
2013-06-04,153.92, -81.10, -58.86, 2.24, 1.53, 7.03, repro,
2013-06-05,155.20, -81.35, -56.40, 2.29, 1.57, 7.21, repro,
2013-06-06,153.52, -83.22, -52.53, 2.25, 1.53, 7.04, repro,
2013-06-07,153.81, -81.30, -51.92, 2.25, 1.54, 7.07, repro,
2013-06-08,153.35, -81.31, -54.55, 2.24, 1.53, 7.04, repro,
2013-06-09,153.24, -80.24, -62.20, 2.24, 1.53, 7.03, repro,
2013-06-10,153.72, -81.65, -56.23, 2.23, 1.53, 6.98, repro,
2013-06-11,153.70, -81.72, -56.39, 2.24, 1.53, 7, repro,
2013-06-12,153.31, -81.47, -56.97, 2.28, 1.58, 7.2, repro,
2013-06-13,153.73, -81.84, -48.59, 2.23, 1.53, 7.02, repro,
2013-06-14,154.24, -81.18, -51.53, 2.24, 1.53, 7.02, repro,
2013-06-15,153.82, -81.63, -48.18, 2.22, 1.53, 6.96, repro,
2013-06-16,154.59, -82.13, -52.33, 2.22, 1.52, 6.96, repro,
2013-06-17,154.33, -82.27, -46.73, 2.24, 1.53, 7.02, repro,
2013-06-18,153.32, -82.07, -46.55, 2.24, 1.53, 7, repro,
2013-06-19,153.64, -82.28, -51.80, 2.24, 1.54, 7.01, repro,
2013-06-20,153.34, -80.84, -54.23, 2.24, 1.53, 7, repro,
2013-06-21,156.34, -82.28, -49.50, 2.24, 1.53, 6.99, repro,
2013-06-22,154.31, -81.54, -58.11, 2.2, 1.51, 6.92, repro,
2013-06-24,155.01, -82.57, -46.26, 2.21, 1.52, 6.96, repro,
2013-06-25,154.37, -81.60, -43.50, 2.46, 1.71, 7.96, repro,
2013-06-26,153.72, -81.24, -48.14, 2.29, 1.58, 7.29, repro,
2013-06-27,153.58, -81.32, -52.20, 2.2, 1.52, 6.9, repro,
2013-06-28,155.99, -81.37, -58.44, 2.2, 1.52, 6.95, repro,
2013-06-29,155.03, -80.94, -56.14, 2.23, 1.54, 7.07, repro,
2013-06-30,154.81, -81.43, -49.76, 2.21, 1.52, 6.95, repro,
2013-07-01,155.49, -81.12, -63.56, 2.21, 1.52, 6.93, repro,
2013-07-02,155.52, -81.09, -53.87, 2.22, 1.52, 6.97, repro,
2013-07-03,156.23, -81.72, -50.18, 2.2, 1.52, 6.96, repro,
2013-07-04,154.47, -82.85, -52.60, 2.2, 1.52, 6.97, repro,
2013-07-05,156.56, -81.08, -58.40, 2.2, 1.53, 6.98, repro,
2013-07-06,154.45, -81.53, -50.10, 2.21, 1.53, 7, repro,
2013-07-07,155.56, -82.33, -53.03, 2.2, 1.52, 6.93, repro,
2013-07-08,154.40, -81.98, -47.95, 2.19, 1.51, 6.93, repro,
2013-07-09,155.46, -81.67, -53.97, 2.19, 1.52, 6.95, repro,
2013-07-10,157.33, -82.30, -56.20, 2.18, 1.51, 6.9, repro,
2013-07-11,157.09, -81.36, -52.37, 2.3, 1.56, 7.17, repro,
2013-07-12,157.21, -80.71, -56.86, 2.19, 1.52, 6.92, repro,
2013-07-13,156.99, -81.46, -53.37, 2.26, 1.56, 7.07, repro,
2013-07-14,156.61, -81.40, -54.77, 2.2, 1.52, 6.97, repro,
2013-07-15,156.25, -80.88, -52.77, 2.19, 1.52, 6.94, repro,
2013-07-16,156.01, -83.59, -58.10, 2.22, 1.53, 7.02, repro,
2013-07-17,155.55, -84.08, -68.95, 2.21, 1.53, 7.01, repro,
2013-07-18,154.37, -84.67, -73.76, 2.2, 1.52, 6.98, repro,
2013-07-19,156.54, -85.41, -58.29, 2.21, 1.52, 6.98, repro,
2013-07-20,157.12, -83.13, -58.06, 2.19, 1.52, 6.93, repro,
2013-07-21,159.53, -85.43, -54.62, 2.19, 1.52, 6.96, repro,
2013-07-22,154.53, -83.11, -54.84, 2.21, 1.53, 6.99, repro,
2013-07-23,155.49, -81.20, -57.70, 2.2, 1.54, 7.01, repro,
2013-07-24,157.92, -82.33, -58.50, 2.21, 1.55, 7.19, repro,
2013-07-25,156.10, -82.56, -57.75, 2.22, 1.55, 7.17, repro,
2013-07-26,157.06, -82.67, -62.82, 2.18, 1.52, 6.89, repro,
2013-07-27,157.60, -82.20, -63.92, 2.2, 1.52, 6.95, repro,
2013-07-28,156.79, -82.38, -56.44, 2.19, 1.53, 6.95, repro,
2013-07-29,157.11, -81.92, -55.11, 2.19, 1.53, 6.96, repro,
2013-07-30,158.45, -83.37, -54.89, 2.19, 1.51, 6.93, repro,
2013-07-31,155.73, -81.12, -59.92, 2.19, 1.52, 6.92, repro,
2013-08-01,161.25, -82.38, -80.02, 2.21, 1.52, 6.99, repro,
2013-08-02,155.50, -83.43, -63.82, 2.19, 1.52, 6.95, repro,
2013-08-03,156.28, -83.88, -55.94, 2.21, 1.53, 7, repro,
2013-08-04,158.28, -82.56, -52.78, 2.18, 1.52, 6.95, repro,
2013-08-05,156.95, -83.44, -58.64, 2.19, 1.52, 6.97, repro,
2013-08-06,156.95, -85.60, -51.58, 2.28, 1.58, 7.11, repro,
2013-08-07,156.01, -82.67, -58.81, 2.2, 1.52, 6.97, repro,
2013-08-08,156.23, -82.10, -54.41, 2.2, 1.52, 6.96, repro,
2013-08-09,158.91, -81.92, -57.29, 2.35, 1.64, 7.33, repro,
2013-08-10,157.50, -83.22, -53.98, 2.21, 1.53, 7.02, repro,
2013-08-11,159.01, -83.22, -54.05, 2.21, 1.53, 6.99, repro,
2013-08-12,159.16, -83.31, -58.67, 2.21, 1.53, 7, repro,
2013-08-13,159.50, -83.45, -61.38, 2.27, 1.55, 7.2, repro,
2013-08-14,160.10, -84.24, -56.58, 2.27, 1.56, 7.17, repro,
2013-08-15,158.77, -83.68, -52.19, 2.27, 1.56, 7.17, repro,
2013-08-16,159.06, -83.58, -50.21, 2.23, 1.54, 7.11, repro,
2013-08-17,160.09, -84.07, -54.83, 2.21, 1.53, 6.99, repro,
2013-08-18,158.33, -83.20, -53.40, 2.24, 1.53, 7.04, repro,
2013-08-19,159.53, -83.70, -53.87, 2.23, 1.53, 7.04, repro,
2013-08-20,159.49, -83.39, -48.15, 2.27, 1.58, 7.16, repro,
2013-08-21,160.32, -84.22, -50.45, 2.23, 1.55, 7.16, repro,
2013-08-22,161.37, -84.69, -56.28, 2.22, 1.55, 7.19, repro,
2013-08-23,161.06, -85.89, -55.05, 2.27, 1.56, 7.21, repro,
2013-08-24,161.55, -84.06, -52.21, 2.22, 1.52, 7.01, repro,
2013-08-25,159.26, -84.41, -55.95, 2.22, 1.53, 7.05, repro,
2013-08-26,159.74, -83.80, -56.81, 2.21, 1.53, 7.02, repro,
2013-08-27,161.38, -83.12, -62.12, 2.24, 1.56, 7.18, repro,
2013-08-28,161.55, -84.49, -52.69, 2.23, 1.56, 7.26, repro,
2013-08-29,160.76, -84.30, -49.40, 2.29, 1.64, 7.46, repro,
2013-08-30,159.58, -84.54, -53.58, 2.2, 1.52, 6.95, repro,
2013-08-31,162.77, -84.58, -51.48, 2.2, 1.53, 6.99, repro,
2013-09-01,161.38, -84.21, -51.29, 2.28, 1.59, 7.33, repro,
2013-09-02,160.68, -86.20, -62.75, 2.26, 1.56, 7.32, repro,
2013-09-03,159.46, -83.99, -52.23, 2.27, 1.58, 7.27, repro,
2013-09-04,160.05, -86.06, -51.17, 2.28, 1.58, 7.28, repro,
2013-09-05,159.51, -84.72, -52.19, 2.24, 1.57, 7.31, repro,
2013-09-06,160.98, -84.08, -50.58, 2.23, 1.57, 7.3, repro,
2013-09-07,160.37, -83.76, -54.75, 2.28, 1.59, 7.34, repro,
2013-09-08,161.93, -83.34, -61.64, 2.22, 1.54, 7.12, repro,
2013-09-09,158.06, -84.32, -55.43, 2.23, 1.54, 7.12, repro,
2013-09-10,160.85, -83.87, -53.74, 2.21, 1.53, 7.05, repro,
2013-09-11,160.28, -83.70, -52.61, 2.19, 1.54, 7.03, repro,
2013-09-12,161.93, -84.92, -56.34, 2.21, 1.54, 7.07, repro,
2013-09-13,160.51, -84.94, -56.66, 2.21, 1.54, 7.09, repro,
2013-09-14,161.03, -84.57, -53.58, 2.25, 1.56, 7.33, repro,
2013-09-15,160.01, -83.59, -50.77, 2.32, 1.59, 7.46, repro,
2013-09-16,160.77, -82.33, -51.55, 2.2, 1.53, 7.05, repro,
2013-09-17,159.18, -82.05, -43.74, 2.2, 1.53, 7.03, repro,
2013-09-18,161.88, -84.06, -59.25, 2.19, 1.53, 6.96, repro,
2013-09-19,160.74, -83.13, -49.35, 2.22, 1.53, 7.05, repro,
2013-09-20,159.63, -81.43, -58.16, 2.21, 1.53, 7.03, repro,
2013-09-21,159.57, -83.25, -45.67, 2.2, 1.51, 6.95, repro,
2013-09-22,160.04, -83.84, -46.31, 2.19, 1.52, 6.93, repro,
2013-09-23,161.33, -84.46, -48.51, 2.17, 1.52, 6.91, repro,
2013-09-24,163.19, -85.27, -64.82, 2.21, 1.53, 7.03, repro,
2013-09-25,164.44, -83.77, -59.45, 2.22, 1.54, 7.06, repro,
2013-09-26,159.90, -83.83, -55.60, 2.19, 1.52, 6.95, repro,
2013-09-27,162.15, -82.68, -48.15, 2.19, 1.52, 6.93, repro,
2013-09-28,159.80, -82.65, -43.91, 2.18, 1.51, 6.89, repro,
2013-09-29,160.32, -83.09, -44.77, 2.23, 1.54, 7.06, repro,
2013-09-30,161.00, -81.55, -47.50, 2.21, 1.53, 7.01, repro,
2013-10-01,161.71, -82.16, -55.79, 2.19, 1.52, 6.96, repro,
2013-10-02,164.57, -84.90, -62.51, 2.21, 1.52, 6.98, repro,
2013-10-03,163.91, -85.90, -58.93, 2.19, 1.52, 6.94, repro,
2013-10-04,162.78, -84.54, -59.69, 2.18, 1.51, 6.92, repro,
2013-10-05,162.35, -84.51, -61.12, 2.19, 1.52, 6.98, repro,
2013-10-06,162.26, -85.14, -54.25, 2.2, 1.52, 6.98, repro,
2013-10-07,163.40, -84.45, -51.72, 2.19, 1.52, 7, repro,
2013-10-08,164.01, -83.30, -51.40, 2.18, 1.52, 6.96, repro,
2013-10-09,164.07, -83.81, -52.72, 2.21, 1.53, 7.03, repro,
2013-10-10,162.64, -85.78, -55.75, 2.2, 1.52, 7, repro,
2013-10-11,161.48, -85.67, -54.19, 2.21, 1.53, 7.02, repro,
2013-10-12,164.85, -84.65, -52.24, 2.2, 1.53, 7.01, repro,
2013-10-13,164.74, -85.50, -53.83, 2.27, 1.56, 7.28, repro,
2013-10-14,163.23, -86.41, -55.03, 2.2, 1.52, 7, repro,
2013-10-15,165.04, -83.77, -51.15, 2.2, 1.52, 6.99, repro,
2013-10-16,164.12, -85.40, -55.30, 2.21, 1.52, 7.01, repro,
2013-10-17,164.39, -85.27, -61.16, 2.18, 1.51, 6.92, repro,
2013-10-18,162.18, -85.80, -60.06, 2.21, 1.52, 6.99, repro,
2013-10-19,166.16, -84.86, -49.05, 2.2, 1.52, 6.98, repro,
2013-10-20,162.68, -85.19, -57.94, 2.27, 1.53, 7.1, repro,
2013-10-21,161.59, -87.15, -55.70, 2.26, 1.54, 7.15, repro,
2013-10-22,164.07, -87.33, -58.24, 2.19, 1.51, 6.93, repro,
2013-10-23,164.04, -85.58, -53.75, 2.2, 1.52, 6.96, repro,
2013-10-24,166.61, -86.35, -56.37, 2.22, 1.53, 7.04, repro,
2013-10-25,165.59, -86.95, -54.69, 2.21, 1.53, 7.02, repro,
2013-10-26,166.16, -88.31, -62.63, 2.24, 1.56, 7.09, repro,
2013-10-27,166.49, -87.18, -62.77, 2.2, 1.51, 6.95, repro,
2013-10-28,165.63, -85.96, -51.70, 2.19, 1.52, 6.97, repro,
2013-10-29,165.72, -86.33, -47.27, 2.28, 1.55, 7.15, repro,
2013-10-30,165.45, -85.36, -46.56, 2.21, 1.54, 7.05, repro,
2013-10-31,164.60, -85.49, -43.55, 2.2, 1.53, 6.99, repro,
2013-11-01,165.78, -86.20, -51.67, 2.26, 1.56, 7.04, repro,
2013-11-02,167.28, -85.21, -57.75, 2.22, 1.56, 7.08, repro,
