PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC13
Station name, ChirikofIsAK2008
Begin Date, 2008-09-17
End Date, 2022-12-21
Release Date, 2023-06-22
Source file, AC13.cwu.nam14.pos
Offset from source file, 162.49 mm North, -84.42 mm East, -56.62 mm Vertical
Reference position, 55.8218976390 North Latitude, -155.6224013975 East Longitude, 222.77374 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-09-17,0.00, 0.00, 0.00, 2.29, 1.64, 7.84, repro,
2008-09-18,-1.88, 1.67, 5.91, 2.23, 1.56, 7.34, repro,
2008-09-19,-2.11, 3.38, 9.19, 2.23, 1.57, 7.35, repro,
2008-09-20,-1.10, 1.05, 5.22, 2.21, 1.54, 7.24, repro,
2008-09-21,-0.51, 0.36, 2.69, 2.22, 1.54, 7.22, repro,
2008-09-22,-1.98, 0.24, -1.96, 2.21, 1.56, 7.25, repro,
2008-09-23,-0.55, 1.36, 0.48, 2.23, 1.57, 7.37, repro,
2008-09-24,-0.10, 1.17, -3.03, 2.23, 1.56, 7.34, repro,
2008-09-25,1.57, 0.04, 1.98, 2.22, 1.55, 7.27, repro,
2008-09-26,0.12, 0.56, -5.43, 2.21, 1.54, 7.2, repro,
2008-09-27,-0.19, -0.76, 3.53, 2.21, 1.55, 7.25, repro,
2008-09-28,-0.95, 0.99, 0.09, 2.22, 1.58, 7.34, repro,
2008-09-29,1.02, 1.05, 0.29, 2.23, 1.56, 7.31, repro,
2008-09-30,-0.96, 0.19, -1.70, 2.22, 1.56, 7.32, repro,
2008-10-01,0.95, 0.80, -5.08, 2.21, 1.55, 7.24, repro,
2008-10-02,-0.03, 1.52, -4.08, 2.22, 1.55, 7.27, repro,
2008-10-03,0.47, 0.07, 3.52, 2.24, 1.57, 7.35, repro,
2008-10-04,-0.80, 1.64, 6.76, 2.22, 1.57, 7.33, repro,
2008-10-05,-1.39, 2.01, 1.40, 2.22, 1.56, 7.31, repro,
2008-10-06,0.40, 2.37, 1.60, 2.23, 1.56, 7.3, repro,
2008-10-07,0.39, 1.20, 0.33, 2.21, 1.56, 7.31, repro,
2008-10-08,1.05, 0.78, -0.43, 2.29, 1.59, 7.33, repro,
2008-10-09,1.34, 1.29, -2.94, 2.21, 1.55, 7.16, repro,
2008-10-10,2.43, 1.90, -6.20, 2.21, 1.55, 7.16, repro,
2008-10-11,0.44, 0.22, -2.58, 2.2, 1.53, 7.09, repro,
2008-10-12,1.36, 1.32, -2.00, 2.2, 1.53, 7.1, repro,
2008-10-13,2.64, 0.55, 1.26, 2.22, 1.54, 7.18, repro,
2008-10-14,0.60, 1.66, -3.01, 2.2, 1.54, 7.13, repro,
2008-10-15,0.85, -0.80, 6.43, 2.24, 1.57, 7.38, repro,
2008-10-16,1.96, -0.02, -3.79, 2.25, 1.56, 7.3, repro,
2008-10-17,1.79, -0.54, -5.05, 2.2, 1.54, 7.1, repro,
2008-10-18,3.26, -0.06, -2.21, 2.19, 1.53, 7.06, repro,
2008-10-19,0.90, 0.14, 0.23, 2.19, 1.54, 7.11, repro,
2008-10-20,1.22, 0.29, -2.57, 2.2, 1.55, 7.14, repro,
2008-10-21,3.68, -0.53, -3.29, 2.2, 1.55, 7.13, repro,
2008-10-22,1.07, -0.26, 3.15, 2.2, 1.54, 7.14, repro,
2008-10-23,4.20, -1.38, 7.49, 2.21, 1.54, 7.13, repro,
2008-10-24,2.43, -0.25, 4.28, 2.2, 1.55, 7.14, repro,
2008-10-25,2.19, -0.72, 6.53, 2.2, 1.55, 7.16, repro,
2008-10-26,2.58, -1.40, 1.58, 2.21, 1.55, 7.19, repro,
2008-10-27,3.93, -1.52, -1.19, 2.19, 1.55, 7.11, repro,
2008-10-28,4.11, -1.34, 3.03, 2.29, 1.59, 7.36, repro,
2008-10-29,3.75, 0.25, -7.39, 2.33, 1.65, 7.57, repro,
2008-10-30,4.73, -1.29, 0.45, 2.2, 1.55, 7.19, repro,
2008-10-31,4.44, -2.54, 1.19, 2.34, 1.64, 7.75, repro,
2008-11-01,3.38, -1.11, -1.97, 2.23, 1.56, 7.28, repro,
2008-11-02,0.52, 1.08, 4.08, 2.26, 1.58, 7.34, repro,
2008-11-03,1.20, 0.14, 5.26, 2.3, 1.58, 7.35, repro,
2008-11-04,1.72, -0.40, 7.62, 2.24, 1.57, 7.29, repro,
2008-11-05,3.05, -1.13, 0.66, 2.28, 1.58, 7.45, repro,
2008-11-06,4.59, -1.44, -3.89, 2.29, 1.59, 7.44, repro,
2008-11-07,3.27, -1.75, 0.21, 2.26, 1.58, 7.37, repro,
2008-11-08,4.10, -2.79, 3.26, 2.37, 1.66, 7.9, repro,
2008-11-09,1.07, -1.65, -1.64, 2.31, 1.59, 7.36, repro,
2008-11-10,2.43, -1.75, 6.27, 2.28, 1.59, 7.55, repro,
2008-11-11,4.52, -2.30, 3.51, 2.43, 1.71, 8.24, repro,
2008-11-12,2.95, -1.90, 7.20, 2.25, 1.57, 7.24, repro,
2008-11-13,3.58, -0.63, 0.13, 2.28, 1.59, 7.38, repro,
2008-11-14,4.04, -1.07, -3.49, 2.28, 1.59, 7.41, repro,
2008-11-15,5.48, -1.80, -6.20, 2.37, 1.64, 7.76, repro,
2008-11-16,3.47, -0.77, -5.43, 2.31, 1.62, 7.72, repro,
2008-11-17,6.08, -1.12, -6.57, 2.36, 1.63, 7.68, repro,
2008-11-18,4.90, -2.68, -7.77, 2.4, 1.7, 8.15, repro,
2008-11-19,4.71, -2.07, -9.12, 2.33, 1.65, 7.96, repro,
2008-11-20,4.73, -2.98, -3.22, 2.33, 1.61, 7.59, repro,
2008-11-21,4.08, -2.18, 1.26, 2.38, 1.66, 7.99, repro,
2008-11-22,3.53, -2.31, 1.25, 2.44, 1.71, 8.25, repro,
2008-11-23,4.61, -2.94, -2.93, 2.41, 1.67, 8.06, repro,
2008-11-24,5.45, -1.52, 4.22, 2.38, 1.71, 8.01, repro,
2008-11-25,3.49, -2.91, 3.99, 2.36, 1.64, 7.85, repro,
2008-11-26,3.84, -2.92, -1.76, 2.25, 1.56, 7.28, repro,
2008-11-27,2.74, -2.45, -5.75, 2.37, 1.65, 7.8, repro,
2008-11-28,2.02, -3.42, 2.14, 2.36, 1.63, 7.82, repro,
2008-11-29,3.60, -3.41, -1.93, 2.37, 1.66, 7.93, repro,
2008-11-30,2.36, -1.58, 0.80, 2.23, 1.56, 7.23, repro,
2008-12-01,3.54, -2.35, -2.11, 2.2, 1.54, 7.07, repro,
2008-12-02,3.83, -2.57, 0.81, 2.26, 1.57, 7.38, repro,
2008-12-03,5.72, -3.12, -2.37, 2.25, 1.57, 7.34, repro,
2008-12-04,6.22, -3.83, -3.27, 2.55, 1.74, 8.45, repro,
2008-12-05,4.92, -3.89, -0.94, 2.34, 1.66, 7.61, repro,
2008-12-06,3.75, -2.42, -2.66, 2.57, 1.79, 8.19, repro,
2008-12-07,3.05, -3.19, -2.59, 2.69, 1.81, 8.43, repro,
2008-12-08,3.14, -3.71, 7.37, 2.34, 1.64, 7.74, repro,
2008-12-09,1.66, -1.92, -0.58, 2.38, 1.66, 7.69, repro,
2008-12-10,3.13, -3.38, 4.78, 2.31, 1.6, 7.48, repro,
2008-12-11,3.41, -1.95, 0.64, 2.28, 1.59, 7.51, repro,
2008-12-12,5.49, -2.94, -5.04, 2.56, 1.77, 8.18, repro,
2008-12-13,4.62, -2.09, -6.44, 2.41, 1.7, 8.03, repro,
2008-12-14,5.89, -1.91, -6.54, 2.24, 1.56, 7.27, repro,
2008-12-15,4.01, -1.62, -6.85, 2.24, 1.55, 7.19, repro,
2008-12-16,6.60, -3.20, -8.21, 2.23, 1.55, 7.15, repro,
2008-12-17,5.23, -2.27, -10.87, 2.22, 1.56, 7.23, repro,
2008-12-18,6.30, -2.54, -16.06, 2.27, 1.59, 7.27, repro,
2008-12-19,4.07, -1.61, -7.50, 2.32, 1.66, 7.38, repro,
2008-12-20,5.06, -3.23, -2.36, 2.28, 1.59, 7.26, repro,
2008-12-21,5.80, -2.81, -7.26, 2.28, 1.6, 7.32, repro,
2008-12-22,4.86, -3.05, 0.78, 2.24, 1.55, 7.17, repro,
2008-12-23,6.07, -2.24, 5.72, 2.22, 1.54, 7.12, repro,
2008-12-24,5.76, -1.64, 5.51, 2.23, 1.54, 7.13, repro,
2008-12-25,4.84, -3.34, 5.02, 2.25, 1.54, 7.15, repro,
2008-12-26,5.23, -2.17, 9.81, 2.23, 1.54, 7.1, repro,
2008-12-27,5.97, -2.31, 6.70, 2.24, 1.54, 7.14, repro,
2008-12-28,4.95, -2.62, 1.54, 2.22, 1.54, 7.09, repro,
2008-12-29,7.28, -3.58, -5.90, 2.23, 1.53, 7.09, repro,
2008-12-30,6.67, -3.71, -5.75, 2.22, 1.53, 7.05, repro,
2008-12-31,7.47, -3.59, -4.64, 2.23, 1.54, 7.1, repro,
2009-01-01,7.11, -3.41, 0.20, 2.26, 1.56, 7.26, repro,
2009-01-02,7.54, -2.58, -2.35, 2.23, 1.54, 7.13, repro,
2009-01-03,8.28, -2.64, -1.33, 2.23, 1.55, 7.17, repro,
2009-01-04,7.23, -3.76, 2.38, 2.25, 1.56, 7.24, repro,
2009-01-05,6.44, -2.34, 0.60, 2.26, 1.58, 7.2, repro,
2009-01-06,8.68, -3.48, -1.71, 2.31, 1.61, 7.43, repro,
2009-01-07,8.01, -3.93, -5.17, 2.22, 1.54, 7.12, repro,
2009-01-08,7.33, -4.05, -0.22, 2.28, 1.59, 7.27, repro,
2009-01-09,7.57, -4.79, -8.18, 2.3, 1.61, 7.37, repro,
2009-01-10,8.60, -5.22, -8.12, 2.23, 1.55, 7.18, repro,
2009-01-11,7.40, -5.37, -14.44, 2.26, 1.61, 7.63, repro,
2009-01-12,8.16, -4.18, -0.99, 2.36, 1.7, 7.88, repro,
2009-01-13,9.25, -4.20, -2.90, 2.29, 1.61, 7.78, repro,
2009-01-14,11.22, -4.95, -2.25, 2.33, 1.66, 7.59, repro,
2009-01-15,7.67, -6.02, -4.47, 2.23, 1.56, 7.18, repro,
2009-01-16,8.73, -5.81, 2.37, 2.23, 1.57, 7.22, repro,
2009-01-17,10.21, -4.47, -1.76, 2.33, 1.62, 7.69, repro,
2009-01-18,9.56, -5.14, -1.15, 2.33, 1.65, 7.64, repro,
2009-01-19,10.27, -5.21, -11.24, 2.39, 1.71, 7.93, repro,
2009-01-20,12.29, -5.94, -10.90, 2.41, 1.75, 8.09, repro,
2009-01-21,11.04, -5.13, -10.60, 2.32, 1.66, 7.64, repro,
2009-01-22,10.12, -5.13, -9.43, 2.25, 1.58, 7.33, repro,
2009-01-23,12.29, -6.09, -9.35, 2.36, 1.7, 7.9, repro,
2009-01-24,11.20, -4.66, -7.59, 2.27, 1.59, 7.46, repro,
2009-01-25,11.64, -4.62, -6.29, 2.26, 1.57, 7.35, repro,
2009-01-26,12.15, -5.42, 1.77, 2.2, 1.54, 7.07, repro,
2009-01-27,12.90, -5.68, -3.04, 2.24, 1.55, 7.24, repro,
2009-01-28,11.05, -4.98, -5.91, 2.24, 1.55, 7.23, repro,
2009-01-29,10.85, -5.92, -7.72, 2.26, 1.56, 7.23, repro,
2009-04-30,15.37, -8.95, -14.48, 2.3, 1.6, 7.33, repro,
2009-05-01,18.40, -10.74, -12.07, 2.25, 1.55, 7.17, repro,
2009-05-02,18.63, -10.17, -7.68, 2.24, 1.53, 7.1, repro,
2009-05-03,20.72, -11.38, -11.41, 2.25, 1.55, 7.19, repro,
2009-05-04,20.50, -11.97, -4.63, 2.3, 1.57, 7.26, repro,
2009-05-05,18.88, -10.03, -4.04, 2.25, 1.56, 7.21, repro,
2009-05-06,19.67, -8.76, -5.22, 2.31, 1.58, 7.43, repro,
2009-05-07,20.10, -9.22, -14.90, 2.27, 1.56, 7.28, repro,
2009-05-08,20.32, -10.56, -11.75, 2.3, 1.56, 7.31, repro,
2009-05-09,19.89, -9.95, -11.60, 2.25, 1.55, 7.21, repro,
2009-05-10,20.71, -10.36, -16.72, 2.28, 1.58, 7.37, repro,
2009-05-11,19.89, -9.21, -18.59, 2.26, 1.56, 7.25, repro,
2009-05-12,20.77, -9.06, -9.80, 2.27, 1.57, 7.35, repro,
2009-05-13,20.48, -9.88, -13.24, 2.24, 1.54, 7.13, repro,
2009-05-14,21.08, -10.73, -7.63, 2.26, 1.54, 7.17, repro,
2009-05-15,20.94, -10.56, -7.89, 2.25, 1.55, 7.16, repro,
2009-05-16,19.30, -11.08, -9.53, 2.24, 1.55, 7.15, repro,
2009-05-17,21.03, -10.21, -12.89, 2.25, 1.55, 7.18, repro,
2009-05-18,21.20, -10.46, -12.35, 2.25, 1.55, 7.18, repro,
2009-05-19,20.72, -10.84, -7.02, 2.31, 1.57, 7.26, repro,
2009-05-20,21.09, -10.90, -8.52, 2.27, 1.55, 7.18, repro,
2009-05-21,21.04, -10.96, -9.37, 2.24, 1.54, 7.14, repro,
2009-05-22,20.60, -11.08, -12.07, 2.24, 1.54, 7.12, repro,
2009-05-23,19.93, -10.60, -11.65, 2.24, 1.54, 7.14, repro,
2009-05-24,19.88, -11.89, -12.66, 2.43, 1.68, 7.89, repro,
2009-05-25,20.49, -11.60, -14.82, 2.26, 1.53, 7.13, repro,
2009-05-26,20.14, -11.03, -12.04, 2.26, 1.54, 7.17, repro,
2009-05-27,20.82, -10.62, -13.91, 2.26, 1.55, 7.19, repro,
2009-05-28,21.73, -10.55, -9.31, 2.24, 1.54, 7.14, repro,
2009-05-29,22.45, -10.91, -8.32, 2.25, 1.55, 7.16, repro,
2009-05-30,21.10, -10.29, -9.81, 2.25, 1.55, 7.18, repro,
2009-05-31,17.70, -9.05, -13.89, 2.27, 1.55, 7.21, repro,
2009-06-01,20.94, -10.63, -12.16, 2.25, 1.54, 7.16, repro,
2009-06-02,19.77, -11.17, -16.58, 2.24, 1.54, 7.13, repro,
2009-06-03,24.80, -12.03, -15.70, 2.24, 1.54, 7.16, repro,
2009-06-04,22.43, -10.08, -20.71, 2.26, 1.56, 7.21, repro,
2009-06-05,20.84, -12.21, -15.80, 2.26, 1.55, 7.17, repro,
2009-06-06,21.97, -9.77, -4.77, 2.29, 1.56, 7.33, repro,
2009-06-07,21.69, -11.38, -7.78, 2.24, 1.54, 7.13, repro,
2009-06-08,18.83, -12.10, -11.63, 2.23, 1.54, 7.12, repro,
2009-06-09,22.66, -11.97, -1.56, 2.23, 1.54, 7.13, repro,
2009-06-10,23.35, -11.24, -8.32, 2.25, 1.55, 7.21, repro,
2009-06-11,22.59, -10.88, -12.84, 2.25, 1.55, 7.2, repro,
2009-06-12,22.92, -11.57, -9.47, 2.25, 1.55, 7.2, repro,
2009-06-13,22.43, -11.50, -5.59, 2.24, 1.54, 7.16, repro,
2009-06-14,23.78, -10.93, -6.26, 2.3, 1.6, 7.34, repro,
2009-06-15,24.96, -12.27, -5.91, 2.24, 1.55, 7.2, repro,
2009-06-16,24.59, -12.01, -6.65, 2.25, 1.55, 7.21, repro,
2009-06-17,23.31, -11.68, -5.65, 2.25, 1.56, 7.24, repro,
2009-06-18,23.36, -12.59, -9.20, 2.23, 1.54, 7.14, repro,
2009-06-19,24.73, -11.83, -5.15, 2.24, 1.54, 7.13, repro,
2009-06-20,23.06, -11.18, -13.19, 2.26, 1.54, 7.18, repro,
2009-06-21,22.64, -11.08, -9.53, 2.24, 1.54, 7.18, repro,
2009-06-22,23.00, -11.63, -8.30, 2.25, 1.54, 7.18, repro,
2009-06-23,23.61, -11.84, -12.39, 2.24, 1.56, 7.23, repro,
2009-06-24,24.14, -11.44, -11.55, 2.23, 1.55, 7.15, repro,
2009-06-25,24.03, -11.47, -8.77, 2.24, 1.54, 7.14, repro,
2009-06-26,23.23, -11.92, -6.75, 2.28, 1.56, 7.31, repro,
2009-06-27,23.85, -12.42, -11.79, 2.29, 1.56, 7.38, repro,
2009-06-28,24.83, -11.67, -12.39, 2.28, 1.56, 7.3, repro,
2009-06-29,23.64, -11.51, -13.72, 2.26, 1.56, 7.3, repro,
2009-06-30,23.74, -11.27, -10.56, 2.27, 1.56, 7.32, repro,
2009-07-01,25.79, -13.51, -13.27, 2.28, 1.56, 7.32, repro,
2009-07-02,25.48, -13.55, -8.29, 2.23, 1.54, 7.18, repro,
2009-07-03,27.03, -11.93, -8.13, 2.24, 1.53, 7.14, repro,
2009-07-04,25.12, -12.54, -9.50, 2.24, 1.55, 7.18, repro,
2009-07-05,25.13, -12.70, -14.02, 2.23, 1.55, 7.16, repro,
2009-07-06,24.67, -11.38, -12.83, 2.23, 1.54, 7.14, repro,
2009-07-07,24.88, -10.84, -8.69, 2.26, 1.55, 7.22, repro,
2009-07-08,25.69, -13.47, -7.83, 2.24, 1.53, 7.15, repro,
2009-07-09,25.22, -13.11, -10.96, 2.24, 1.53, 7.15, repro,
2009-07-10,25.16, -12.61, -6.22, 2.23, 1.55, 7.19, repro,
2009-07-11,25.80, -13.01, -6.93, 2.23, 1.56, 7.26, repro,
2009-07-12,25.81, -13.44, -2.90, 2.26, 1.54, 7.2, repro,
2009-07-13,29.23, -18.08, 4.03, 2.26, 1.54, 7.22, repro,
2009-07-14,28.43, -12.95, 6.60, 2.24, 1.54, 7.18, repro,
2009-07-15,26.15, -14.01, -4.88, 2.24, 1.53, 7.16, repro,
2009-07-16,26.30, -14.56, 0.20, 2.23, 1.54, 7.15, repro,
2009-07-17,26.80, -12.84, -8.30, 2.36, 1.63, 7.53, repro,
2009-07-18,24.79, -13.77, -0.23, 2.24, 1.54, 7.18, repro,
2009-07-19,26.23, -14.53, -8.45, 2.26, 1.54, 7.21, repro,
2009-07-20,25.80, -12.95, -5.21, 2.24, 1.54, 7.19, repro,
2009-07-21,21.86, -13.97, -6.88, 2.3, 1.58, 7.32, repro,
2009-07-22,25.16, -14.42, -8.59, 2.24, 1.53, 7.18, repro,
2009-07-23,25.30, -14.02, 1.76, 2.23, 1.54, 7.17, repro,
2009-07-24,27.75, -13.71, -0.12, 2.3, 1.57, 7.45, repro,
2009-07-25,25.48, -13.63, -6.87, 2.3, 1.57, 7.27, repro,
2009-07-26,22.77, -14.32, -11.95, 2.29, 1.56, 7.22, repro,
2009-07-27,29.98, -13.76, -15.69, 2.23, 1.53, 7.16, repro,
2009-07-28,24.46, -15.87, -4.46, 2.22, 1.54, 7.17, repro,
2009-07-29,27.09, -13.37, -9.68, 2.31, 1.6, 7.38, repro,
2009-07-30,25.85, -13.82, -5.35, 2.27, 1.57, 7.46, repro,
2009-07-31,26.67, -13.33, -4.83, 2.24, 1.53, 7.17, repro,
2009-08-01,26.85, -14.32, -0.58, 2.24, 1.54, 7.21, repro,
2009-08-02,24.46, -13.63, -3.44, 2.24, 1.54, 7.19, repro,
2009-08-03,28.48, -14.04, -11.40, 2.23, 1.54, 7.17, repro,
2009-08-04,22.18, -12.72, -10.39, 2.48, 1.7, 8.14, repro,
2009-08-05,26.71, -12.60, -3.24, 2.26, 1.57, 7.38, repro,
2009-08-06,28.44, -14.72, 4.86, 2.25, 1.54, 7.19, repro,
2009-08-07,26.16, -13.30, -5.11, 2.23, 1.54, 7.17, repro,
2009-08-08,27.51, -14.15, -4.60, 2.24, 1.54, 7.17, repro,
2009-08-09,25.68, -13.85, -8.39, 2.24, 1.54, 7.16, repro,
2009-08-10,25.86, -13.07, -4.52, 2.26, 1.54, 7.24, repro,
2009-08-11,25.36, -13.16, -7.12, 2.25, 1.53, 7.17, repro,
2009-08-12,26.80, -13.84, 4.30, 2.27, 1.57, 7.37, repro,
2009-08-13,25.76, -13.84, -2.22, 2.26, 1.55, 7.23, repro,
2009-08-14,26.90, -14.41, -13.95, 2.26, 1.55, 7.19, repro,
2009-08-15,26.08, -15.09, -6.32, 2.25, 1.54, 7.19, repro,
2009-08-16,27.19, -15.29, 0.66, 2.26, 1.54, 7.23, repro,
2009-08-17,26.85, -14.49, -5.69, 2.25, 1.53, 7.17, repro,
2009-08-18,27.36, -13.53, -8.21, 2.27, 1.55, 7.29, repro,
2009-08-19,26.92, -13.99, -6.26, 2.25, 1.55, 7.21, repro,
2009-08-20,26.99, -14.04, -10.13, 2.23, 1.55, 7.17, repro,
2009-08-21,28.33, -15.87, 0.06, 2.29, 1.56, 7.36, repro,
2009-08-22,28.61, -14.64, -0.41, 2.35, 1.6, 7.52, repro,
2009-08-23,25.95, -14.06, -1.66, 2.36, 1.61, 7.62, repro,
2009-08-24,27.70, -15.62, -2.46, 2.31, 1.58, 7.47, repro,
2009-08-25,27.43, -14.90, -3.90, 2.28, 1.57, 7.4, repro,
2009-08-26,26.67, -15.30, -3.75, 2.27, 1.56, 7.33, repro,
2009-08-27,29.34, -16.58, -12.30, 2.27, 1.55, 7.33, repro,
2009-08-28,27.29, -15.88, -11.18, 2.23, 1.54, 7.25, repro,
2009-08-29,27.56, -15.40, -3.94, 2.25, 1.54, 7.32, repro,
2009-08-30,29.10, -14.19, -4.63, 2.25, 1.54, 7.34, repro,
2009-08-31,27.97, -15.65, -7.49, 2.22, 1.54, 7.28, repro,
2009-09-01,30.86, -13.73, -11.25, 2.23, 1.53, 7.26, repro,
2009-09-02,28.56, -14.89, -4.82, 2.33, 1.59, 7.58, repro,
2009-09-03,29.06, -15.45, -2.77, 2.28, 1.57, 7.41, repro,
2009-09-04,28.48, -14.97, -4.52, 2.28, 1.57, 7.45, repro,
2009-09-05,29.18, -15.37, -9.23, 2.3, 1.57, 7.45, repro,
2009-09-06,30.05, -14.31, -4.05, 2.33, 1.59, 7.48, repro,
2009-09-07,29.55, -14.05, -10.52, 2.27, 1.55, 7.34, repro,
2009-09-08,28.98, -15.61, -6.71, 2.24, 1.53, 7.29, repro,
2009-09-09,28.10, -14.67, -6.83, 2.24, 1.53, 7.31, repro,
2009-09-10,28.90, -16.20, -5.11, 2.24, 1.53, 7.33, repro,
2009-09-11,26.40, -15.09, -7.96, 2.24, 1.55, 7.36, repro,
2009-09-12,30.57, -16.10, -7.41, 2.24, 1.52, 7.28, repro,
2009-09-13,31.46, -16.15, -7.17, 2.25, 1.55, 7.32, repro,
2009-09-14,30.82, -16.71, -7.38, 2.27, 1.54, 7.29, repro,
2009-09-15,30.95, -15.32, -8.52, 2.27, 1.54, 7.31, repro,
2009-09-16,31.34, -16.64, -11.14, 2.25, 1.53, 7.24, repro,
2009-09-17,32.19, -16.75, -9.80, 2.26, 1.54, 7.27, repro,
2009-09-18,31.69, -16.54, -5.57, 2.29, 1.55, 7.41, repro,
2009-09-19,31.73, -16.89, -4.00, 2.26, 1.53, 7.24, repro,
2009-09-20,29.53, -15.83, -6.56, 2.26, 1.53, 7.25, repro,
2009-09-21,30.00, -15.55, -8.87, 2.27, 1.54, 7.28, repro,
2009-09-22,31.23, -14.96, -10.07, 2.28, 1.57, 7.36, repro,
2009-09-23,30.66, -16.68, -10.36, 2.35, 1.61, 7.58, repro,
2009-09-24,30.43, -15.62, -2.78, 2.25, 1.53, 7.18, repro,
2009-09-25,29.84, -15.08, -3.20, 2.31, 1.57, 7.37, repro,
2009-09-26,31.22, -16.55, -8.54, 2.26, 1.53, 7.22, repro,
2009-09-27,30.49, -15.70, -10.51, 2.25, 1.53, 7.23, repro,
2009-09-28,32.39, -16.60, -10.64, 2.3, 1.57, 7.32, repro,
2009-09-29,31.50, -14.92, -12.59, 2.3, 1.58, 7.35, repro,
2009-09-30,30.66, -14.33, -8.39, 2.28, 1.54, 7.25, repro,
2009-10-01,28.83, -13.61, -7.67, 2.26, 1.53, 7.22, repro,
2009-10-02,32.01, -16.46, -12.32, 2.26, 1.53, 7.21, repro,
2009-10-03,32.44, -18.67, -15.40, 2.25, 1.52, 7.19, repro,
2009-10-04,33.29, -16.47, -11.59, 2.24, 1.52, 7.15, repro,
2009-10-05,32.47, -16.92, -14.10, 2.26, 1.54, 7.22, repro,
2009-10-06,33.42, -16.65, -9.42, 2.33, 1.59, 7.48, repro,
2009-10-07,34.32, -15.15, -12.32, 2.27, 1.55, 7.29, repro,
2009-10-08,33.79, -15.18, -20.88, 2.32, 1.59, 7.41, repro,
2009-10-09,32.09, -17.95, -14.65, 2.24, 1.53, 7.21, repro,
2009-10-10,34.58, -17.59, -7.87, 2.25, 1.54, 7.26, repro,
2009-10-11,33.70, -16.88, -12.31, 2.26, 1.55, 7.29, repro,
2009-10-12,32.28, -16.79, -5.09, 2.31, 1.57, 7.44, repro,
2009-10-13,32.44, -17.52, -0.85, 2.3, 1.55, 7.36, repro,
2009-10-14,32.78, -17.42, -1.72, 2.31, 1.56, 7.43, repro,
2009-10-15,33.96, -17.91, -3.92, 2.31, 1.57, 7.53, repro,
2009-10-16,32.63, -17.62, -4.81, 2.33, 1.58, 7.57, repro,
2009-10-17,33.83, -16.76, -5.82, 2.35, 1.58, 7.62, repro,
2009-10-18,35.11, -16.93, -8.56, 2.34, 1.57, 7.55, repro,
2009-10-19,34.95, -17.36, -11.99, 2.38, 1.61, 7.7, repro,
2009-10-20,32.96, -19.70, -8.05, 2.35, 1.59, 7.67, repro,
2009-10-21,33.27, -17.93, -2.01, 2.34, 1.58, 7.59, repro,
2009-10-22,33.60, -17.23, -2.69, 2.32, 1.57, 7.49, repro,
2009-10-23,33.44, -17.39, -3.83, 2.32, 1.56, 7.49, repro,
2009-10-24,33.89, -17.92, -5.10, 2.32, 1.56, 7.49, repro,
2009-10-25,33.08, -16.71, -0.56, 2.33, 1.57, 7.52, repro,
2009-10-26,34.15, -15.53, 2.12, 2.35, 1.59, 7.64, repro,
2009-10-27,33.16, -16.59, 1.38, 2.34, 1.6, 7.68, repro,
2009-10-28,33.65, -17.63, -6.50, 2.33, 1.58, 7.49, repro,
2009-10-29,32.15, -17.23, -10.17, 2.31, 1.56, 7.39, repro,
2009-10-30,33.22, -16.86, -7.26, 2.31, 1.55, 7.4, repro,
2009-10-31,34.21, -17.27, -5.17, 2.37, 1.59, 7.62, repro,
2009-11-01,35.50, -17.62, -9.64, 2.34, 1.58, 7.52, repro,
2009-11-02,34.86, -18.34, -5.84, 2.37, 1.58, 7.61, repro,
2009-11-03,34.78, -19.26, -9.63, 2.4, 1.64, 7.75, repro,
2009-11-04,33.21, -18.47, -8.24, 2.34, 1.58, 7.54, repro,
2009-11-05,32.48, -17.34, -1.09, 2.4, 1.61, 7.88, repro,
2009-11-06,32.53, -17.44, 3.22, 2.46, 1.65, 8.08, repro,
2009-11-07,33.74, -17.44, 4.27, 2.34, 1.59, 7.66, repro,
2009-11-08,32.48, -17.31, -0.90, 2.36, 1.59, 7.74, repro,
2009-11-09,34.20, -17.68, -3.27, 2.45, 1.63, 7.9, repro,
2009-11-10,34.80, -19.62, -11.71, 2.35, 1.58, 7.71, repro,
2009-11-11,34.42, -19.62, -4.47, 2.33, 1.57, 7.63, repro,
2009-11-12,33.47, -17.44, 0.92, 2.42, 1.62, 7.81, repro,
2009-11-13,34.33, -17.72, -0.70, 2.39, 1.61, 7.82, repro,
2009-11-14,33.69, -18.12, -1.39, 2.31, 1.57, 7.58, repro,
2009-11-15,35.26, -18.48, -5.33, 2.29, 1.56, 7.56, repro,
2009-11-16,34.71, -17.45, -5.50, 2.32, 1.57, 7.61, repro,
2009-11-17,33.81, -17.83, -5.12, 2.38, 1.63, 8.14, repro,
2009-11-18,34.10, -18.20, -8.40, 2.33, 1.59, 7.92, repro,
2009-11-19,33.33, -18.09, -8.74, 2.35, 1.59, 7.73, repro,
2009-11-20,34.22, -19.73, -10.20, 2.41, 1.61, 7.94, repro,
2009-11-21,34.63, -19.35, -7.04, 2.31, 1.56, 7.6, repro,
2009-11-22,35.50, -18.84, -7.03, 2.35, 1.59, 7.74, repro,
