mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2018-10-01 09:01:49.059140096,60.1829,-140.7541,508.0,2.0,-79.0,3.8,502.0,2.1,365,S,2A,3413
2019-10-17 15:48:46.005451008,60.1829,-140.7541,365.0,103.0,-32.0,80.9,364.0,103.2,11,S,1A,3413
2017-10-30 20:41:04.559140096,60.1829,-140.7541,511.0,2.0,-89.0,2.9,503.0,2.1,380,S,2A,3413
2019-12-29 03:02:38.326060288,60.1829,-140.7541,535.0,55.0,-67.0,52.4,531.0,55.1,23,S,1B,3413
2018-11-29 20:45:51.059140096,60.1829,-140.7541,467.0,4.0,-71.0,6.4,462.0,4.3,300,S,2B,3413
2020-09-06 03:02:45.395297024,60.1829,-140.7541,445.0,35.0,-24.0,37.7,444.0,35.4,24,S,1B,3413
2018-07-15 21:04:01.059139840,60.1829,-140.7541,476.0,2.0,-78.0,3.6,470.0,2.2,520,S,2B,3413
2020-04-18 08:58:27.059140096,60.1829,-140.7541,585.0,2.0,-96.0,2.4,577.0,2.1,375,S,2A,3413
2018-03-17 08:43:33.559140096,60.1829,-140.7541,588.0,16.0,-75.0,23.7,583.0,15.6,84,S,2B,3413
2018-06-20 20:51:23.559140096,60.1829,-140.7541,527.0,9.0,-73.0,9.5,522.0,8.6,179,S,2A,3413
2018-01-01 08:46:13.559140096,60.1829,-140.7541,484.0,11.0,-61.0,21.5,480.0,10.8,94,S,2B,3413
2018-04-04 08:50:53.559140096,60.1829,-140.7541,653.0,40.0,-30.0,56.1,652.0,39.8,24,S,2A,3413
2017-12-02 08:44:46.059139840,60.1829,-140.7541,421.0,10.0,-72.0,11.2,415.0,9.6,125,S,2A,3413
2018-04-29 08:55:44.559140096,60.1829,-140.7541,505.0,2.0,-83.0,2.8,498.0,2.5,365,S,2B,3413
2018-09-08 08:45:21.559140096,60.1829,-140.7541,478.0,5.0,-80.0,9.9,471.0,4.4,295,S,2B,3413
2019-04-24 08:58:26.559140096,60.1829,-140.7541,618.0,11.0,-68.0,20.4,615.0,11.3,145,S,2B,3413
2017-08-14 20:51:49.059140096,60.1829,-140.7541,469.0,18.0,-71.0,22.5,464.0,18.2,80,S,2A,3413
2018-11-22 08:45:21.559140096,60.1829,-140.7541,440.0,10.0,-88.0,14.1,431.0,9.4,145,S,2B,3413
2020-06-19 08:48:31.559140096,60.1829,-140.7541,734.0,46.0,-92.0,56.5,728.0,46.1,15,S,2B,3413
2020-06-19 08:48:28.059140096,60.1829,-140.7541,646.0,9.0,-96.0,10.2,639.0,8.8,175,S,2B,3413
2018-03-02 20:53:43.559140096,60.1829,-140.7541,466.0,4.0,-86.0,5.7,458.0,3.5,480,S,2A,3413
2018-02-12 20:46:35.059140096,60.1829,-140.7541,530.0,6.0,-69.0,10.5,525.0,6.0,189,S,2A,3413
2018-10-13 21:02:33.559140352,60.1829,-140.7541,486.0,3.0,-81.0,3.2,479.0,2.6,340,S,2B,3413
2019-05-31 20:58:31.559140352,60.1829,-140.7541,628.0,25.0,-76.0,32.7,623.0,24.9,60,S,2B,3413
2020-01-28 03:02:37.218567168,60.1829,-140.7541,569.0,98.0,-127.0,98.9,555.0,98.5,11,S,1B,3413
2018-02-27 20:43:55.559140096,60.1829,-140.7541,530.0,16.0,-42.0,50.0,529.0,15.6,69,S,2B,3413
2020-08-11 08:58:25.559140096,60.1829,-140.7541,544.0,10.0,-91.0,17.3,536.0,9.2,175,S,2B,3413
2018-03-27 08:46:30.559140096,60.1829,-140.7541,578.0,11.0,-63.0,19.1,575.0,10.6,104,S,2B,3413
2019-07-13 08:57:06.559140096,60.1829,-140.7541,543.0,3.0,-90.0,4.4,535.0,3.2,515,S,2A,3413
2019-10-28 08:48:29.059140352,60.1829,-140.7541,588.0,3.0,-98.0,5.7,580.0,3.1,495,S,2A,3413
2017-12-27 20:55:00.059140096,60.1829,-140.7541,449.0,9.0,-64.0,15.8,444.0,9.2,119,S,2B,3413
2018-02-07 20:44:23.059140352,60.1829,-140.7541,525.0,6.0,-67.0,10.8,520.0,6.2,179,S,2A,3413
2019-01-04 08:59:25.559140096,60.1829,-140.7541,502.0,7.0,-88.0,8.7,494.0,6.9,185,S,2B,3413
2017-09-03 20:53:54.059140096,60.1829,-140.7541,509.0,3.0,-80.0,6.8,503.0,2.8,419,S,2A,3413
2020-01-04 03:02:38.117902080,60.1829,-140.7541,532.0,36.0,13.0,35.3,532.0,36.5,35,S,1B,3413
2018-02-05 08:43:45.059140096,60.1829,-140.7541,523.0,8.0,-74.0,11.9,518.0,8.1,164,S,2B,3413
2019-12-12 08:48:34.559139840,60.1829,-140.7541,559.0,3.0,-87.0,4.6,552.0,3.1,334,S,2B,3413
2018-12-12 20:58:41.059139840,60.1829,-140.7541,476.0,9.0,-63.0,9.4,472.0,9.1,170,S,2A,3413
2018-03-05 08:53:58.559140352,60.1829,-140.7541,465.0,4.0,-85.0,7.2,457.0,3.4,485,S,2A,3413
2018-09-28 21:00:30.559140096,60.1829,-140.7541,504.0,2.0,-82.0,4.1,497.0,2.3,360,S,2A,3413
2018-08-21 20:44:47.559140096,60.1829,-140.7541,488.0,4.0,-73.0,9.8,483.0,3.7,300,S,2B,3413
2019-02-25 21:02:11.559140096,60.1829,-140.7541,563.0,32.0,-10.0,79.9,563.0,32.1,20,S,2A,3413
2019-10-03 21:04:04.559140096,60.1829,-140.7541,568.0,2.0,-91.0,4.4,561.0,2.3,379,S,2A,3413
2020-06-29 08:48:31.559140096,60.1829,-140.7541,750.0,90.0,-120.0,107.4,740.0,89.3,4,S,2A,3413
2021-03-21 08:48:25.559140096,60.1829,-140.7541,731.0,28.0,-41.0,43.9,730.0,27.9,34,S,2A,3413
2018-09-18 08:45:23.559140352,60.1829,-140.7541,471.0,4.0,-79.0,7.5,464.0,4.0,315,S,2B,3413
2018-09-03 20:54:54.059140096,60.1829,-140.7541,494.0,3.0,-79.0,6.9,488.0,2.9,330,S,2A,3413
2020-10-02 08:48:31.059140096,60.1829,-140.7541,419.0,36.0,-85.0,42.2,410.0,35.4,35,S,2A,3413
