-360 Ref_Nlat *Dot#
-116.888 35.7105996060 P597
-116.71 34.1924621776 P598
-116.71 34.1924621611 P598
-116.71 34.1924621761 P598
-116.537 34.2171699534 P599
-116.537 34.2171699369 P599
-116.537 34.2171699597 P599
-116.212 33.8658460578 P600
-116.212 33.8658460175 P600
-116.212 33.8658460276 P600
-116.08 33.9592967392 P601
-116.08 33.9592967048 P601
-116.08 33.9592967140 P601
-120.228 35.7291653003 P602
-120.228 35.7291652995 P602
-120.228 35.7291652799 P602
-120.228 35.7291652796 P602
-116.03 34.7169062593 P603
-116.03 34.7169062415 P603
-116.03 34.7169062459 P603
-116.671 34.9368281435 P604
-116.671 34.9368281432 P604
-116.671 34.9368281313 P604
-116.671 34.9368281449 P604
-117.937 34.3411281624 P605
-117.937 34.3411281649 P605
-117.937 34.3411282308 P605
-116.88 34.4620638630 P606
-116.88 34.4620638476 P606
-116.88 34.4620638907 P606
-115.821 33.7410399371 P607
-115.821 33.7410398789 P607
-116.893 34.0626869360 P609
-116.893 34.0626869127 P609
-116.893 34.0626868975 P609
-116.893 34.0626868824 P609
-116.893 34.0626868793 P609
-116.893 34.0626868943 P609
-116.893 34.0626869393 P609
-116.893 34.0626868584 P609
-116.893 34.0626868731 P609
-115.764 34.4257474413 P610
-115.764 34.4257474185 P610
-115.764 34.4257474216 P610
-115.65 35.2047740652 P611
-115.65 35.2047740792 P611
-115.65 35.2047740634 P611
-115.65 35.2047740600 P611
-117.316 34.1873823956 P612
-117.316 34.1873823690 P612
-117.316 34.1873823841 P612
-117.316 34.1873824040 P612
-117.05 34.1961900795 P613
-117.05 34.1961899704 P613
-117.05 34.1961899070 P613
-115.25 34.7317939462 P614
-115.25 34.7317939289 P614
-115.25 34.7317939274 P614
-116.763 35.2046090631 P615
-116.763 35.2046090555 P615
-116.763 35.2046090630 P615
-116.763 35.2046090485 P615
-117.893 35.4245638943 P616
-117.893 35.4245638895 P616
-117.893 35.4245638962 P616
-117.893 35.4245639081 P616
-117.893 35.4245642702 P616
-116.572 35.3206432719 P617
-116.572 35.3206432638 P617
-116.572 35.3206432667 P617
-116.572 35.3206432423 P617
-116.104 35.1418901447 P618
-116.104 35.1418901391 P618
-116.104 35.1418901343 P618
-116.122 35.5259481178 P619
-116.122 35.5259481024 P619
-116.122 35.5259481076 P619
-116.122 35.5259480979 P619
-116.145 35.7853643277 P620
-116.145 35.7853643243 P620
-116.145 35.7853643171 P620
-115.544 35.4727606539 P621
-115.544 35.4727606393 P621
-115.544 35.4727606636 P621
-115.544 35.4727606603 P621
-115.366 35.1629917925 P622
-115.366 35.1629917800 P622
-115.366 35.1629917570 P622
-115.366 35.1629917509 P622
-114.599 34.1889337649 P623
-114.599 34.1889337533 P623
-114.599 34.1889337404 P623
-114.965 34.8444435002 P625
-114.965 34.8444434805 P625
-114.965 34.8444434628 P625
-115.238 35.2911193924 P626
-115.238 35.2911193798 P626
-115.238 35.2911193782 P626
-118.379 37.9731011800 P627
-118.379 37.9731011445 P627
-118.379 37.9731011868 P627
-119.179 37.3758667774 P629
-119.179 37.3758667829 P629
-119.179 37.3758667750 P629
-119 37.6130364395 P630
-119 37.6130365991 P630
-119 37.6130365958 P630
-118.916 37.6053249512 P631
-118.916 37.6053250496 P631
-118.916 37.6053250925 P631
-119.026 37.6965923509 P634
-119.026 37.6965923341 P634
-119.026 37.6965923117 P634
-119.026 37.6965923045 P634
-119.026 37.6965922909 P634
-119.147 37.9627714222 P636
-119.147 37.9627713767 P636
-119.147 37.9627714071 P636
-118.943 37.7343179175 P638
-118.943 37.7343178104 P638
-118.943 37.7343177842 P638
-118.869 37.6545625096 P639
-118.869 37.6545626124 P639
-118.869 37.6545626189 P639
-118.869 37.6545626420 P639
-118.96 37.8917386505 P640
-118.96 37.8917385544 P640
-118.96 37.8917385366 P640
-118.852 37.8781895294 P641
-118.852 37.8781894671 P641
-118.852 37.8781894537 P641
-118.817 37.5913668384 P642
-118.817 37.5913668860 P642
-118.817 37.5913669763 P642
-118.817 37.5913669637 P642
-118.698 37.5615529752 P643
-118.698 37.5615529715 P643
-118.698 37.5615530050 P643
-118.698 37.5615530007 P643
-118.684 37.4953922649 P644
-118.684 37.4953922729 P644
-118.684 37.4953923139 P644
-118.593 37.5412717949 P645
-118.593 37.5412718120 P645
-118.593 37.5412718093 P645
-118.593 37.5412718344 P645
-118.82 37.6770347330 P646
-118.82 37.6770347209 P646
-118.82 37.6770347270 P646
-118.82 37.6770347005 P646
-118.768 37.7543618858 P647
-118.768 37.7543618598 P647
-118.768 37.7543618698 P647
-118.768 37.7543618572 P647
-118.768 37.7543618709 P647
-118.736 37.9034566270 P649
-118.736 37.9034565629 P649
-118.736 37.9034565181 P649
-118.736 37.9034565192 P649
-118.555 37.8912766758 P650
-118.555 37.8912766418 P650
-118.555 37.8912766463 P650
-118.387 37.5631095576 P651
-118.387 37.5631095579 P651
-118.387 37.5631095355 P651
-118.387 37.5631095761 P651
-118.238 37.5891580228 P652
-118.238 37.5891580313 P652
-118.238 37.5891580344 P652
-118.238 37.5891580320 P652
-118.238 37.5891580383 P652
-118.238 37.5891580232 P652
-118.238 37.5891580663 P652
-118.472 37.7374998322 P653
-118.472 37.7374998233 P653
-118.472 37.7374998295 P653
-118.472 37.7374998144 P653
-118.472 37.7374998572 P653
-119.15 38.0579349456 P654
-119.15 38.0579349323 P654
-119.15 38.0579348805 P654
-122.196 41.3448387881 P656
-122.196 41.3448390503 P656
-122.196 41.3448388547 P656
-122.068 41.4095915391 P660
-122.068 41.4095915382 P660
-122.068 41.4095915218 P660
-121.496 40.4731961511 P664
-121.496 40.4731961704 P664
-121.496 40.4731961630 P664
-121.496 40.4731961433 P664
-121.496 40.4731961507 P664
-121.526 40.4561281982 P665
-121.526 40.4561281959 P665
-121.526 40.4561281712 P665
-121.526 40.4561282018 P665
-121.467 40.4658269095 P667
-121.467 40.4658268800 P667
-121.467 40.4658267942 P667
-111.155 44.2520549676 P686
-111.155 44.2520549241 P686
-122.164 46.0301215008 P688
-122.164 46.0301214906 P688
-122.202 46.2103214942 P693
-122.202 46.2103214593 P693
-122.202 46.2103214921 P693
-122.202 46.2103214922 P693
-122.203 46.1897833540 P699
-122.203 46.1897827982 P699
-112.524 45.0434698705 P706
-110.934 43.7863948813 P708
-110.934 43.7863949101 P708
-110.732 44.0957538629 P710
-110.732 44.0957539270 P710
-110.512 44.7182577416 P716
-110.512 44.7182577255 P716
-109.897 44.4854060352 P717
-109.376 44.7531006045 P718
-109.376 44.7531006434 P718
-111.789 45.2177571901 P719
-111.789 45.2177573016 P719
-109.571 45.4572240173 P722
-109.571 45.4572240197 P722
-118.725 37.3804262960 P723
-118.725 37.3804263512 P723
-118.725 37.3804263224 P723
-118.561 37.4394772620 P724
-118.561 37.4394772799 P724
-118.561 37.4394772506 P724
-119.746 37.0888952797 P725
-119.746 37.0888952696 P725
-119.746 37.0888952681 P725
-118.147 37.2805290189 P726
-118.147 37.2805290135 P726
-118.147 37.2805289625 P726
-118.467 37.2735789072 P727
-118.467 37.2735789087 P727
-118.467 37.2735788807 P727
-106.974 39.1776998813 P728
-106.974 39.1776998980 P728
-119.096 34.2630816177 P729
-119.096 34.2630816585 P729
-119.096 34.2630816347 P729
-119.096 34.2630816887 P729
-120.828 41.3591972754 P730
-120.828 41.3591972687 P730
-120.828 41.3591972704 P730
-120.828 41.3591972853 P730
-120.473 41.3325150039 P731
-119.659 42.5460810189 P738
-119.659 42.5460810252 P738
-66.5791 18.0750260322 P780
-66.5791 18.0750258806 P780
-111.415 40.8075732648 P783
-111.415 40.8075732666 P783
-123.981 41.8454849758 P786
-123.981 41.8454849884 P786
-123.981 41.8454849652 P786
-123.981 41.8454849642 P786
-123.981 41.8454849364 P786
-123.981 41.8454849859 P786
-120.472 35.9465882935 P789
-120.472 35.9465882967 P789
-121.673 45.3445307429 P791
-121.673 45.3445307611 P791
-121.673 45.3445307683 P791
-122.137 46.2446221398 P792
-116.148 34.5081238875 P795
-116.148 34.5081238789 P795
-116.148 34.5081238793 P795
-118.306 33.9276490417 P799
-118.306 33.9276490847 P799
-118.306 33.9276491026 P799
-118.349 34.0216907952 P800
-118.349 34.0216907755 P800
-118.349 34.0216908201 P800
-84.2258 32.9633121033 P806
-84.2258 32.9633121121 P806
-118.621 34.8360203991 P808
-118.621 34.8360204293 P808
-119.237 35.7439001787 P809
-119.237 35.7439002087 P809
-119.237 35.7439002175 P809
-119.237 35.7439577325 P810
-119.237 35.7439577341 P810
-118.017 35.1524321462 P811
-118.017 35.1524321715 P811
-118.017 35.1524323276 P811
-118.017 35.1524997506 P812
-118.017 35.1524997124 P812
-118.017 35.1524997443 P812
-118.017 35.1524998944 P812
-124.557 47.9371882107 P815
-124.557 47.9371881847 P815
-124.557 47.9371109579 P816
-124.557 47.9371109240 P816
-109.571 45.4573540402 P818
-109.571 45.4572920070 P819
-124.054 42.8618523656 P820
-123.429 43.1445517692 P821
-79.9589 40.4445238187 PAAP
-124.205 47.2127993974 PABH
-124.205 47.2127994162 PABH
-124.205 47.2127994328 PABH
-124.205 47.2127994321 PABH
-124.205 47.2127993979 PABH
-124.205 47.2127994148 PABH
-75.2511 40.9955713640 PAMS
-76.1583 40.6391548040 PASS
-76.1583 40.6391547769 PASS
-95.7185 31.7782726216 PATT
-115.692 32.6479391523 PB1Y
-115.89 32.6139197300 PB2Y
-148.335 70.2564022520 PBOC
-148.335 70.2564021962 PBOC
-117.923 34.5082268763 PBPP
-117.923 34.5082268641 PBPP
-117.923 34.5082269345 PBPP
-106.827 34.2112846567 PDBG
-118.757 45.6659467183 PDTN
-118.757 45.6659467257 PDTN
-118.757 45.6659467321 PDTN
-118.757 45.6659467385 PDTN
-120.759 36.1869075091 PEA1
-120.767 36.1805329796 PEA2
-123.451 48.6485326280 PGC5
-123.451 48.6485326465 PGC5
-123.451 48.6485326594 PGC5
-123.451 48.6485326496 PGC5
-123.451 48.6485326623 PGC5
-117.034 36.9803700908 PHIN
-117.034 36.9803700801 PHIN
-117.034 36.9803700801 PHIN
-117.694 34.9254229368 PHLB
-117.694 34.9254229387 PHLB
-117.694 34.9254229315 PHLB
-117.694 34.9254229212 PHLB
-117.694 34.9254229520 PHLB
-117.694 34.9254231458 PHLB
-90.162 51.4798086916 PICL
-90.162 51.4798086864 PICL
-90.162 51.4798086743 PICL
-90.162 51.4798086856 PICL
-90.162 51.4798086945 PICL
-90.162 51.4798086828 PICL
-90.1752 36.3702956432 PIGT
-90.1752 36.3702956405 PIGT
-90.1752 36.3702959594 PIGT
-90.1752 36.3702958927 PIGT
-116.458 33.6121559424 PIN1
-116.458 33.6121559319 PIN1
-116.458 33.6121559214 PIN1
-116.458 33.6121560650 PIN1
-116.458 33.6121561129 PIN1
-116.458 33.6121558774 PIN1
-116.458 33.6121560963 PIN1
-116.458 33.6121560763 PIN1
-118.233 34.0715605358 PKRD
-118.233 34.0715605496 PKRD
-118.233 34.0715605637 PKRD
-118.233 34.0715606636 PKRD
-83.0244 39.0454706276 PKTN
-83.0244 39.0454706143 PKTN
-83.0244 39.0454706317 PKTN
-83.0244 39.0454706221 PKTN
-83.0244 39.0454706167 PKTN
-83.0244 39.0454706113 PKTN
-83.0244 39.0454706399 PKTN
-83.0244 39.0454706344 PKTN
-83.0244 39.0454706350 PKTN
-83.0244 39.0454706362 PKTN
-83.0244 39.0454706401 PKTN
-83.0244 39.0454706285 PKTN
-83.0244 39.0454706458 PKTN
-83.0244 39.0454706110 PKTN
-83.0244 39.0454706300 PKTN
-121.677 46.5997977129 PKWD
-121.677 46.5997978822 PKWD
-116.158 31.2552157610 PLCX
-117.193 46.7339309820 PLMN
-117.193 46.7339309790 PLMN
-117.193 46.7339310665 PLMN
-121.687 43.9906726345 PMAR
-121.687 43.9906726136 PMAR
-121.687 43.9906726263 PMAR
-121.687 43.9906726182 PMAR
-85.8287 10.1951663525 PNE2
-85.8287 10.1951659291 PNE2
-85.8287 10.1951660913 PNE2
-85.8287 10.1951661477 PNE2
-85.8287 10.1951661178 PNE2
-116.924 33.6871332572 POBG
-116.924 33.6871332735 POBG
-86.8129 12.6493211243 POLS
-86.8129 12.6493210826 POLS
-86.8129 12.6493211348 POLS
-146.697 61.0562612905 POT5
-146.697 61.0562612510 POT5
-146.697 61.0562611481 POT5
-146.697 61.0562611610 POT5
-146.697 61.0563087702 POT6
-146.697 61.0563087749 POT6
-146.697 61.0563086905 POT6
-146.697 61.0563086696 POT6
-117.182 33.8357266365 PPBF
-117.182 33.8357266756 PPBF
-117.182 33.8357266266 PPBF
-117.182 33.8357266404 PPBF
-117.182 33.8357266672 PPBF
-122.39 37.1870834233 PPT1
-76.843 17.9368451694 PRML
-75.4513 4.8011644887 PRMO
-119.791 46.2156767531 PRSR
-119.791 46.2156767044 PRSR
-119.791 46.2156767204 PRSR
-105.194 39.9494917749 PRX5
-117.807 34.0917651286 PSDM
-117.807 34.0917651262 PSDM
-117.807 34.0917651064 PSDM
-117.807 34.0917651474 PSDM
-77.8498 40.8069005589 PSU1
-77.8498 40.8069005415 PSU1
-77.8498 40.8069004873 PSU1
-124.861 49.2563290056 PTAL
-124.861 49.2563290050 PTAL
-124.861 49.2563290106 PTAL
-124.861 49.2563290363 PTAL
-124.861 49.2563290741 PTAL
-124.861 49.2563290747 PTAL
-89.6997 36.4134713047 PTGV
-89.6997 36.4134712869 PTGV
-89.6997 36.4134712834 PTGV
-89.6997 36.4134712269 PTGV
-89.6997 36.4135782396 PTGX
-89.6997 36.4135781045 PTGX
-123.019 37.9961754179 PTRB
-123.019 37.9961753931 PTRB
-123.019 37.9961753932 PTRB
-123.019 37.9961754038 PTRB
-123.019 37.9961754224 PTRB
-122.008 47.4995591258 PUPU
-122.008 47.4995591061 PUPU
-122.008 47.4995590755 PUPU
-122.008 47.4995590722 PUPU
-122.008 47.4995591044 PUPU
-104.637 19.6651276179 PURI
-118.404 33.7432969190 PVE3
-118.404 33.7432969418 PVE3
-118.404 33.7432969554 PVE3
-118.404 33.7432969202 PVE3
-118.404 33.7432969541 PVE3
-118.372 33.7794542307 PVHS
-118.372 33.7794542165 PVHS
-118.372 33.7794542219 PVHS
-118.372 33.7794542249 PVHS
-118.372 33.7794542279 PVHS
-118.372 33.7794542545 PVHS
-118.372 33.7794542542 PVHS
-118.372 33.7794542807 PVHS
-118.321 33.7738630238 PVRS
-118.321 33.7738630215 PVRS
-118.321 33.7738630166 PVRS
-118.321 33.7738630243 PVRS
-118.321 33.7738630469 PVRS
-118.321 33.7738630848 PVRS
-118.321 33.7738630751 PVRS
-118.245 34.6286807878 QHTP
-118.245 34.6286807668 QHTP
-118.245 34.6286807647 QHTP
-118.245 34.6286807551 QHTP
-118.245 34.6286808165 QHTP
-85.3573 9.8403832667 QSEC
-85.3573 9.8403832317 QSEC
-85.3573 9.8403798132 QSEC
-85.3573 9.8403795648 QSEC
-85.3573 9.8403795700 QSEC
-85.3573 9.8403796182 QSEC
-86.8519 12.5917921337 QUEN
-86.8519 12.5917921211 QUEN
-86.8519 12.5917923363 QUEN
-86.8519 12.5917923915 QUEN
-115.153 32.5492065945 QUEX
-117.683 35.3387143943 RAMT
-117.683 35.3387143757 RAMT
-117.683 35.3387143713 RAMT
-117.683 35.3387143992 RAMT
-117.683 35.3387145297 RAMT
-117.683 35.3387152823 RAMT
-119.449 36.6649230254 RAPT
-119.449 36.6649230011 RAPT
-119.829 36.7591264254 RBRU
-119.829 36.7591264350 RBRU
-119.829 36.7591264446 RBRU
-119.829 36.7591264438 RBRU
-119.829 36.7591264400 RBRU
-119.72 34.4999814428 RCA2
-119.72 34.4999814557 RCA2
-119.72 34.4999814855 RCA2
-119.72 34.4999815127 RCA2
-117.586 33.4441447915 RCSC
-70.7161 18.4454929698 RDAZ
-70.3284 18.2769195514 RDBA
-70.6802 19.4518589732 RDF2
-68.7183 18.5979703215 RDHI
-71.0772 19.5387849456 RDMA
-71.6389 19.8487405411 RDMC
-69.0408 18.9796069623 RDMS
-116.625 34.6439404181 RDMT
-116.625 34.6439404195 RDMT
-116.625 34.6439404090 RDMT
-116.625 34.6439404296 RDMT
-71.4205 18.5007517893 RDNE
-118.898 37.6770680977 RDOM
-118.898 37.6770680761 RDOM
-118.898 37.6770680778 RDOM
-118.898 37.6770680478 RDOM
-118.898 37.6770680525 RDOM
-118.898 37.6770680381 RDOM
-118.898 37.6770680673 RDOM
-118.898 37.6770680441 RDOM
-118.898 37.6770680426 RDOM
-118.898 37.6770680415 RDOM
-69.9113 18.4613976243 RDSD
-69.9113 18.4613975753 RDSD
-70.2465 19.2857124363 RDSF
-121.148 44.2597670060 REDM
-121.148 44.2597670207 REDM
-116.468 36.8403526712 REPO
-116.468 36.8403526139 REPO
-116.468 36.8403525795 REPO
-116.468 36.8403525451 REPO
-105.154 33.6546918488 RG03
-108.356 32.5525263295 RG05
-108.356 32.5525263378 RG05
-108.356 32.5525263593 RG05
-104.967 37.9635248109 RG24
-104.967 37.9635248133 RG24
-118.013 34.0009040338 RHCG
-118.013 34.0009042587 RHCG
-118.026 34.0190510211 RHCL
-118.026 34.0190510277 RHCL
-118.026 34.0190510220 RHCL
-118.026 34.0190510133 RHCL
-118.026 34.0190510372 RHCL
-119.413 48.9643513938 RKD1
-119.413 48.9643514250 RKD1
-117.609 33.6741270978 RKMG
-117.609 33.6741270783 RKMG
-89.3454 36.4742344111 RLAP
-89.3454 36.4742343629 RLAP
-89.3454 36.4742343654 RLAP
-89.3454 36.4742343663 RLAP
-89.3454 36.4742343672 RLAP
-116.61 33.6110227760 ROCH
-116.61 33.6110229349 ROCH
-118.676 34.2356743382 ROCK
-118.676 34.2356743170 ROCK
-118.676 34.2356743414 ROCK
-118.676 34.2356742826 ROCK
-118.676 34.2356743071 ROCK
-118.193 34.8750809152 RSTP
-118.193 34.8750809139 RSTP
-118.193 34.8750809053 RSTP
-118.193 34.8750809979 RSTP
-119.184 34.5414765578 RSVY
-119.184 34.5414765812 RSVY
-119.184 34.5414766064 RSVY
-117.353 34.0891505910 RTHS
-117.353 34.0891504217 RTHS
-117.353 34.0891504197 RTHS
-117.353 34.0891504056 RTHS
-117.353 34.0891503826 RTHS
-117.353 34.0891503921 RTHS
-117.353 34.0891504056 RTHS
-117.353 34.0891504129 RTHS
-117.353 34.0891504548 RTHS
-115.123 40.6172099539 RUBY
-115.123 40.6172099166 RUBY
-115.868 36.2569067041 RUMP
-115.868 36.2569066962 RUMP
-114.978 32.9723117068 RUNG
-114.978 32.9723117064 RUNG
-116.65 36.3162836105 RYAN
-116.65 36.3162835487 RYAN
-116.65 36.3162835393 RYAN
-116.65 36.3162834882 RYAN
-123.73 46.6841302552 RYMD
-123.73 46.6841302255 RYMD
-63.2428 17.6205096187 SAB1
-63.2206 17.6458505134 SAB2
-349.933 1107572.42876 SAJU
-349.933 1107572.28841 SAJU
-349.933 1107572.27174 SAJU
-349.933 1107572.26730 SAJU
-121.447 36.7653039597 SAOB
-121.447 36.7653039974 SAOB
-121.447 36.7653040394 SAOB
-121.447 36.7653040573 SAOB
-118.953 37.6898967368 SAWC
-118.953 37.6898966319 SAWC
-118.953 37.6898966846 SAWC
-117.661 33.5530002359 SBCC
-117.661 33.5530002509 SBCC
-117.661 33.5530002730 SBCC
-106.967 34.0679527343 SC01
-106.967 34.0679527451 SC01
-106.967 34.0679527948 SC01
-106.967 34.0679528236 SC01
-59.5936 80.2601326439 SCBY
-59.5936 80.2601326687 SCBY
-117.388 34.6074466586 SCIA
-117.388 34.6074466584 SCIA
-117.388 34.6074466495 SCIA
-117.388 34.6074466412 SCIA
-117.388 34.6074467352 SCIA
-75.7623 20.0120635357 SCUB
-75.7623 20.0120635295 SCUB
-75.7623 20.0120635631 SCUB
-87.0209 12.6965740309 SCW2
-87.0209 12.6965743514 SCW2
-87.0209 12.6965743351 SCW2
-116.279 34.2550107865 SDHL
-116.279 34.2550107599 SDHL
-116.279 34.2550107697 SDHL
-123.922 45.9842258086 SEAS
-123.922 45.9842258390 SEAS
-122.256 47.6870044430 SEAW
-122.256 47.6870043458 SEAW
-151.707 59.4457092650 SELD
-151.707 59.4457093084 SELD
-151.707 59.4457093048 SELD
-151.707 59.4457092970 SELD
-151.707 59.4457092967 SELD
-151.707 59.4457093044 SELD
-151.707 59.4457093534 SELD
-151.707 59.4457093567 SELD
-47.1413 61.0695798400 SENU
-47.1413 61.0695798322 SENU
-47.1413 61.0695798367 SENU
-62.9826 17.4952969847 SEUS
-62.9759 17.4714773506 SEUT
-118.755 34.4598054668 SFDM
-118.755 34.4598054369 SFDM
-118.755 34.4598054420 SFDM
-118.755 34.4598054553 SFDM
-115.726 32.6492662560 SGLG
-116.696 33.9125357029 SGPS
-116.696 33.9125359566 SGPS
-116.696 33.9125359509 SGPS
-116.696 33.9125360641 SGPS
-116.696 33.9125361774 SGPS
-116.696 33.9125362279 SGPS
-116.696 33.9125362214 SGPS
-116.696 33.9125362287 SGPS
-113.57 37.1131936476 SGU1
-120.225 40.5916786064 SHIN
-120.225 40.5916785764 SHIN
-116.299 35.9713454283 SHOS
-116.299 35.9713454220 SHOS
-116.299 35.9713453446 SHOS
-116.299 35.9713453378 SHOS
-116.299 35.9713453464 SHOS
-116.299 35.9713453469 SHOS
-111.862 45.0990547221 SHPM
-118.946 37.6249383193 SHRC
-118.946 37.6249384258 SHRC
-118.946 37.6249384569 SHRC
-93.7046 32.4276866208 SHRV
-93.7046 32.4276866323 SHRV
-93.7046 32.4276866489 SHRV
-83.2413 42.1701626467 SIBY
-83.2413 42.1701626512 SIBY
-91.6554 31.8433829964 SIHS
-91.6554 31.8433829654 SIHS
-91.6554 31.8433829486 SIHS
-91.6554 31.8433829595 SIHS
-118.264 34.1028621215 SILK
-118.264 34.1028620614 SILK
-118.264 34.1028621334 SILK
-118.264 34.1028621929 SILK
-118.479 34.4386242112 SKYB
-118.479 34.4386243327 SKYB
-118.479 34.4386243102 SKYB
-118.479 34.4386243587 SKYB
-112.845 39.4256434760 SMEL
-112.845 39.4256434436 SMEL
-38.4595 72.5795915398 SMM1
-38.4603 72.5796347025 SMM1
-38.4606 72.5796410257 SMM2
-38.4606 72.5796409044 SMM2
-38.4703 72.5729514926 SMM3
-38.4703 72.5729514823 SMM3
-119.064 34.3199393260 SOMT
-119.064 34.3199393633 SOMT
-119.064 34.3199393662 SOMT
-119.064 34.3199393209 SOMT
-119.064 34.3199393287 SOMT
-69.3056 18.4610153063 SPED
-69.3056 18.4610153243 SPED
-112.127 39.3062141433 SPIC
-112.127 39.3062141673 SPIC
-118.646 34.0593424629 SPK1
-118.646 34.0593424419 SPK1
-118.646 34.0593424472 SPK1
-118.646 34.0593424589 SPK1
-118.646 34.0593424591 SPK1
-117.849 33.9926541884 SPMS
-117.849 33.9926542349 SPMS
-117.849 33.9926541908 SPMS
-117.849 33.9926542228 SPMS
-117.849 33.9926542621 SPMS
-89.1166 13.6970852910 SSIA
-89.1166 13.6970853053 SSIA
-89.1166 13.6970853451 SSIA
-89.1166 13.6970852882 SSIA
-89.1166 13.6970856015 SSIA
-89.1166 13.6970855641 SSIA
-89.1166 13.6970855158 SSIA
-89.7589 38.6113145074 STL7
-89.8576 36.0892874612 STLE
-89.8576 36.0892874579 STLE
-89.8576 36.0892873954 STLE
-38.4573 72.5791891216 SUMM
-117.678 34.3818486836 TABL
-117.678 34.3818486525 TABL
-117.678 34.3818486654 TABL
-117.678 34.3818486545 TABL
-117.678 34.3818486398 TABL
-117.678 34.3818486299 TABL
-117.678 34.3818487092 TABL
-120.36 35.9174114929 TBLP
-120.36 35.9174113961 TBLP
-120.36 35.9174111968 TBLP
-120.36 35.9174111908 TBLP
-120.36 35.9174111859 TBLP
-103.861 18.9845542326 TECO
-103.861 18.9845541995 TECO
-103.861 18.9845541892 TECO
-118.47 35.1430598357 TEHA
-118.47 35.1430598496 TEHA
-118.47 35.1430599051 TEHA
-125.908 49.1541430841 TFNO
-125.908 49.1541430774 TFNO
-125.908 49.1541430686 TFNO
-125.908 49.1541430362 TFNO
-125.908 49.1541430458 TFNO
-86.8669 20.8681159280 TGMX
-86.8669 20.8681158885 TGMX
-86.8669 20.8681158618 TGMX
-82.2577 9.3508651584 TGPM
-118.415 35.1581824747 THCP
-118.415 35.1581824717 THCP
-118.415 35.1581825100 THCP
-117.767 33.5496384493 THMS
-117.767 33.5496384750 THMS
-118.863 37.6188876672 TILC
-118.863 37.6188875808 TILC
-118.863 37.6188875716 TILC
-123.831 45.4551297293 TILL
-123.831 45.4551297096 TILL
-116.23 36.9348491527 TIVA
-116.23 36.9348491053 TIVA
-116.23 36.9348491150 TIVA
-116.23 36.9348491029 TIVA
-116.16 33.6412454333 TMAP
-116.16 33.6412453634 TMAP
-116.16 33.6412453530 TMAP
-116.16 33.6412453766 TMAP
-116.16 33.6412453666 TMAP
-84.6012 35.9027300172 TN16
-103.967 20.5356390126 TNAM
-113.547 28.9719168491 TNBA
-105.259 19.6811357724 TNCT
-106.794 28.4505550198 TNCU
-97.7591 16.0585372776 TNCY
-97.7591 16.0585372938 TNCY
-97.7591 16.0585364403 TNCY
-110.97 29.0813122828 TNHM
-104.549 19.5061119627 TNLC
-98.6116 16.7102814171 TNMQ
-98.6116 16.7102814367 TNMQ
-98.6116 16.7102813681 TNMQ
-98.6116 16.7102813564 TNMQ
-98.6116 16.7102813678 TNMQ
-104.797 20.5347700057 TNMS
-104.274 19.5857190854 TNMT
-104.402 19.1235845811 TNMZ
-97.1419 16.1204507349 TNNP
-97.1419 16.1204506508 TNNP
-97.1419 16.1204506724 TNNP
-97.1419 16.1204505943 TNNP
-97.2239 17.4075721552 TNNX
-97.2239 17.4075721192 TNNX
-97.2239 17.4075720628 TNNX
-97.2239 17.4075719525 TNNX
-97.2239 17.4075718593 TNNX
-93.2189 15.7046032274 TNPJ
-93.2189 15.7046031272 TNPJ
-93.2189 15.7046031367 TNPJ
-113.632 31.3355190330 TNPP
-96.4895 16.1724203474 TNSJ
-96.4895 16.1724203972 TNSJ
-96.4895 16.1724204323 TNSJ
-96.4895 16.1724201679 TNSJ
-104.79 19.2391487048 TNTM
-117.049 39.5421727167 TOIY
-117.184 38.0971937688 TONO
-117.184 38.0971937425 TONO
-117.184 38.0971937269 TONO
-117.184 38.0971937258 TONO
-117.184 38.0971937875 TONO
-117.184 38.0971937346 TONO
-118.331 33.7977980740 TORP
-118.331 33.7977980771 TORP
-118.331 33.7977981045 TORP
-118.331 33.7977981411 TORP
-118.331 33.7977981625 TORP
-118.837 34.2479561658 TOST
-118.837 34.2479561446 TOST
-118.837 34.2479561516 TOST
-118.837 34.2479564187 TOST
-118.837 34.2479561483 TOST
-118.837 34.2479561208 TOST
-118.837 34.2479561782 TOST
-118.837 34.2479561773 TOST
-117.765 35.8085644253 TOWG
-117.765 35.8085644376 TOWG
-117.765 35.8085648681 TOWG
-118.229 34.8788600014 TPOG
-118.229 34.8788600791 TPOG
-123.768 46.2073726405 TPW2
-123.768 46.2073726453 TPW2
-123.768 46.2073726470 TPW2
-117.803 33.6179349835 TRAK
-117.803 33.6179349723 TRAK
-117.803 33.6179349630 TRAK
-117.803 33.6179349820 TRAK
-117.803 33.6179349474 TRAK
-117.803 33.6179349794 TRAK
-349.681 63.3713846061 TRDS
-349.681 63.3713846764 TRDS
-124.151 41.0538861484 TRND
-124.151 41.0538861487 TRND
-124.151 41.0538861151 TRND
-124.151 41.0538860906 TRND
-124.151 41.0538861250 TRND
-114.811 30.9339283108 TSFX
-122.224 46.2368673835 TSTU
-122.224 46.2368674232 TSTU
-122.224 46.2368671795 TSTU
-61.4655 10.2767047550 TTSF
-118.258 40.4032008805 TUNG
-118.258 40.4032008507 TUNG
-118.258 40.4032008691 TUNG
-118.258 40.4032008709 TUNG
